"","nmfs_original_species","stock_assessment_species_name","stock_assessment_species_location","stockid","source","stock","rgn_name","rgn_id","year","assessment","assesment_sum_5yr","adeq_assessed"
"970","FLOUNDER, SAND-DAB / WINDOWPANE / BRILL","windowpane","Southern New England / Mid-Atlantic","FLDSNEMA","NMFS","Southern Windowpane","Georges Bank",2,2012,1,2,1
"971","FLOUNDER, SAND-DAB / WINDOWPANE / BRILL","windowpane","Southern New England / Mid-Atlantic","FLDSNEMA","NMFS","Southern Windowpane","Georges Bank",2,2013,0,1,1
"972","FLOUNDER, SAND-DAB / WINDOWPANE / BRILL","windowpane","Southern New England / Mid-Atlantic","FLDSNEMA","NMFS","Southern Windowpane","Georges Bank",2,2014,0,1,1
"973","FLOUNDER, SAND-DAB / WINDOWPANE / BRILL","windowpane","Southern New England / Mid-Atlantic","FLDSNEMA","NMFS","Southern Windowpane","Georges Bank",2,2015,1,2,1
"974","FLOUNDER, SAND-DAB / WINDOWPANE / BRILL","windowpane","Southern New England / Mid-Atlantic","FLDSNEMA","NMFS","Southern Windowpane","Georges Bank",2,2016,0,2,1
"975","FLOUNDER, SAND-DAB / WINDOWPANE / BRILL","windowpane","Southern New England / Mid-Atlantic","FLDSNEMA","NMFS","Southern Windowpane","Georges Bank",2,2017,1,2,1
"976","FLOUNDER, SAND-DAB / WINDOWPANE / BRILL","windowpane","Southern New England / Mid-Atlantic","FLDSNEMA","NMFS","Southern Windowpane","Mid-Atlantic Bight",4,2005,1,3,1
"977","FLOUNDER, SAND-DAB / WINDOWPANE / BRILL","windowpane","Southern New England / Mid-Atlantic","FLDSNEMA","NMFS","Southern Windowpane","Mid-Atlantic Bight",4,2006,0,3,1
"978","FLOUNDER, SAND-DAB / WINDOWPANE / BRILL","windowpane","Southern New England / Mid-Atlantic","FLDSNEMA","NMFS","Southern Windowpane","Mid-Atlantic Bight",4,2007,0,2,1
"979","FLOUNDER, SAND-DAB / WINDOWPANE / BRILL","windowpane","Southern New England / Mid-Atlantic","FLDSNEMA","NMFS","Southern Windowpane","Mid-Atlantic Bight",4,2008,1,3,1
"980","FLOUNDER, SAND-DAB / WINDOWPANE / BRILL","windowpane","Southern New England / Mid-Atlantic","FLDSNEMA","NMFS","Southern Windowpane","Mid-Atlantic Bight",4,2009,0,2,1
"981","FLOUNDER, SAND-DAB / WINDOWPANE / BRILL","windowpane","Southern New England / Mid-Atlantic","FLDSNEMA","NMFS","Southern Windowpane","Mid-Atlantic Bight",4,2010,0,1,1
"982","FLOUNDER, SAND-DAB / WINDOWPANE / BRILL","windowpane","Southern New England / Mid-Atlantic","FLDSNEMA","NMFS","Southern Windowpane","Mid-Atlantic Bight",4,2011,0,1,1
"983","FLOUNDER, SAND-DAB / WINDOWPANE / BRILL","windowpane","Southern New England / Mid-Atlantic","FLDSNEMA","NMFS","Southern Windowpane","Mid-Atlantic Bight",4,2012,1,2,1
"984","FLOUNDER, SAND-DAB / WINDOWPANE / BRILL","windowpane","Southern New England / Mid-Atlantic","FLDSNEMA","NMFS","Southern Windowpane","Mid-Atlantic Bight",4,2013,0,1,1
"985","FLOUNDER, SAND-DAB / WINDOWPANE / BRILL","windowpane","Southern New England / Mid-Atlantic","FLDSNEMA","NMFS","Southern Windowpane","Mid-Atlantic Bight",4,2014,0,1,1
"986","FLOUNDER, SAND-DAB / WINDOWPANE / BRILL","windowpane","Southern New England / Mid-Atlantic","FLDSNEMA","NMFS","Southern Windowpane","Mid-Atlantic Bight",4,2015,1,2,1
"987","FLOUNDER, SAND-DAB / WINDOWPANE / BRILL","windowpane","Southern New England / Mid-Atlantic","FLDSNEMA","NMFS","Southern Windowpane","Mid-Atlantic Bight",4,2016,0,2,1
"988","FLOUNDER, SAND-DAB / WINDOWPANE / BRILL","windowpane","Southern New England / Mid-Atlantic","FLDSNEMA","NMFS","Southern Windowpane","Mid-Atlantic Bight",4,2017,1,2,1
"989","FLOUNDER, SAND-DAB / WINDOWPANE / BRILL","windowpane","Southern New England / Mid-Atlantic","FLDSNEMA","NMFS","Southern Windowpane","Connecticut",5,2005,1,3,1
"990","FLOUNDER, SAND-DAB / WINDOWPANE / BRILL","windowpane","Southern New England / Mid-Atlantic","FLDSNEMA","NMFS","Southern Windowpane","Connecticut",5,2006,0,3,1
"991","FLOUNDER, SAND-DAB / WINDOWPANE / BRILL","windowpane","Southern New England / Mid-Atlantic","FLDSNEMA","NMFS","Southern Windowpane","Connecticut",5,2007,0,2,1
"992","FLOUNDER, SAND-DAB / WINDOWPANE / BRILL","windowpane","Southern New England / Mid-Atlantic","FLDSNEMA","NMFS","Southern Windowpane","Connecticut",5,2008,1,3,1
"993","FLOUNDER, SAND-DAB / WINDOWPANE / BRILL","windowpane","Southern New England / Mid-Atlantic","FLDSNEMA","NMFS","Southern Windowpane","Connecticut",5,2009,0,2,1
"994","FLOUNDER, SAND-DAB / WINDOWPANE / BRILL","windowpane","Southern New England / Mid-Atlantic","FLDSNEMA","NMFS","Southern Windowpane","Connecticut",5,2010,0,1,1
"995","FLOUNDER, SAND-DAB / WINDOWPANE / BRILL","windowpane","Southern New England / Mid-Atlantic","FLDSNEMA","NMFS","Southern Windowpane","Connecticut",5,2011,0,1,1
"996","FLOUNDER, SAND-DAB / WINDOWPANE / BRILL","windowpane","Southern New England / Mid-Atlantic","FLDSNEMA","NMFS","Southern Windowpane","Connecticut",5,2012,1,2,1
"997","FLOUNDER, SAND-DAB / WINDOWPANE / BRILL","windowpane","Southern New England / Mid-Atlantic","FLDSNEMA","NMFS","Southern Windowpane","Connecticut",5,2013,0,1,1
"998","FLOUNDER, SAND-DAB / WINDOWPANE / BRILL","windowpane","Southern New England / Mid-Atlantic","FLDSNEMA","NMFS","Southern Windowpane","Connecticut",5,2014,0,1,1
"999","FLOUNDER, SAND-DAB / WINDOWPANE / BRILL","windowpane","Southern New England / Mid-Atlantic","FLDSNEMA","NMFS","Southern Windowpane","Connecticut",5,2015,1,2,1
"1000","FLOUNDER, SAND-DAB / WINDOWPANE / BRILL","windowpane","Southern New England / Mid-Atlantic","FLDSNEMA","NMFS","Southern Windowpane","Connecticut",5,2016,0,2,1
"1001","FLOUNDER, SAND-DAB / WINDOWPANE / BRILL","windowpane","Southern New England / Mid-Atlantic","FLDSNEMA","NMFS","Southern Windowpane","Connecticut",5,2017,1,2,1
"1002","FLOUNDER, SAND-DAB / WINDOWPANE / BRILL","windowpane","Southern New England / Mid-Atlantic","FLDSNEMA","NMFS","Southern Windowpane","Massachusetts-South",8,2005,1,3,1
"1003","FLOUNDER, SAND-DAB / WINDOWPANE / BRILL","windowpane","Southern New England / Mid-Atlantic","FLDSNEMA","NMFS","Southern Windowpane","Massachusetts-South",8,2006,0,3,1
"1004","FLOUNDER, SAND-DAB / WINDOWPANE / BRILL","windowpane","Southern New England / Mid-Atlantic","FLDSNEMA","NMFS","Southern Windowpane","Massachusetts-South",8,2007,0,2,1
"1005","FLOUNDER, SAND-DAB / WINDOWPANE / BRILL","windowpane","Southern New England / Mid-Atlantic","FLDSNEMA","NMFS","Southern Windowpane","Massachusetts-South",8,2008,1,3,1
"1006","FLOUNDER, SAND-DAB / WINDOWPANE / BRILL","windowpane","Southern New England / Mid-Atlantic","FLDSNEMA","NMFS","Southern Windowpane","Massachusetts-South",8,2009,0,2,1
"1007","FLOUNDER, SAND-DAB / WINDOWPANE / BRILL","windowpane","Southern New England / Mid-Atlantic","FLDSNEMA","NMFS","Southern Windowpane","Massachusetts-South",8,2010,0,1,1
"1008","FLOUNDER, SAND-DAB / WINDOWPANE / BRILL","windowpane","Southern New England / Mid-Atlantic","FLDSNEMA","NMFS","Southern Windowpane","Massachusetts-South",8,2011,0,1,1
"1009","FLOUNDER, SAND-DAB / WINDOWPANE / BRILL","windowpane","Southern New England / Mid-Atlantic","FLDSNEMA","NMFS","Southern Windowpane","Massachusetts-South",8,2012,1,2,1
"1010","FLOUNDER, SAND-DAB / WINDOWPANE / BRILL","windowpane","Southern New England / Mid-Atlantic","FLDSNEMA","NMFS","Southern Windowpane","Massachusetts-South",8,2013,0,1,1
"1011","FLOUNDER, SAND-DAB / WINDOWPANE / BRILL","windowpane","Southern New England / Mid-Atlantic","FLDSNEMA","NMFS","Southern Windowpane","Massachusetts-South",8,2014,0,1,1
"1012","FLOUNDER, SAND-DAB / WINDOWPANE / BRILL","windowpane","Southern New England / Mid-Atlantic","FLDSNEMA","NMFS","Southern Windowpane","Massachusetts-South",8,2015,1,2,1
"1013","FLOUNDER, SAND-DAB / WINDOWPANE / BRILL","windowpane","Southern New England / Mid-Atlantic","FLDSNEMA","NMFS","Southern Windowpane","Massachusetts-South",8,2016,0,2,1
"1014","FLOUNDER, SAND-DAB / WINDOWPANE / BRILL","windowpane","Southern New England / Mid-Atlantic","FLDSNEMA","NMFS","Southern Windowpane","Massachusetts-South",8,2017,1,2,1
"1015","FLOUNDER, SAND-DAB / WINDOWPANE / BRILL","windowpane","Southern New England / Mid-Atlantic","FLDSNEMA","NMFS","Southern Windowpane","New York",10,2005,1,3,1
"1016","FLOUNDER, SAND-DAB / WINDOWPANE / BRILL","windowpane","Southern New England / Mid-Atlantic","FLDSNEMA","NMFS","Southern Windowpane","New York",10,2006,0,3,1
"1017","FLOUNDER, SAND-DAB / WINDOWPANE / BRILL","windowpane","Southern New England / Mid-Atlantic","FLDSNEMA","NMFS","Southern Windowpane","New York",10,2007,0,2,1
"1018","FLOUNDER, SAND-DAB / WINDOWPANE / BRILL","windowpane","Southern New England / Mid-Atlantic","FLDSNEMA","NMFS","Southern Windowpane","New York",10,2008,1,3,1
"1019","FLOUNDER, SAND-DAB / WINDOWPANE / BRILL","windowpane","Southern New England / Mid-Atlantic","FLDSNEMA","NMFS","Southern Windowpane","New York",10,2009,0,2,1
"1020","FLOUNDER, SAND-DAB / WINDOWPANE / BRILL","windowpane","Southern New England / Mid-Atlantic","FLDSNEMA","NMFS","Southern Windowpane","New York",10,2010,0,1,1
"1021","FLOUNDER, SAND-DAB / WINDOWPANE / BRILL","windowpane","Southern New England / Mid-Atlantic","FLDSNEMA","NMFS","Southern Windowpane","New York",10,2011,0,1,1
"1022","FLOUNDER, SAND-DAB / WINDOWPANE / BRILL","windowpane","Southern New England / Mid-Atlantic","FLDSNEMA","NMFS","Southern Windowpane","New York",10,2012,1,2,1
"1023","FLOUNDER, SAND-DAB / WINDOWPANE / BRILL","windowpane","Southern New England / Mid-Atlantic","FLDSNEMA","NMFS","Southern Windowpane","New York",10,2013,0,1,1
"1024","FLOUNDER, SAND-DAB / WINDOWPANE / BRILL","windowpane","Southern New England / Mid-Atlantic","FLDSNEMA","NMFS","Southern Windowpane","New York",10,2014,0,1,1
"1025","FLOUNDER, SAND-DAB / WINDOWPANE / BRILL","windowpane","Southern New England / Mid-Atlantic","FLDSNEMA","NMFS","Southern Windowpane","New York",10,2015,1,2,1
"1026","FLOUNDER, SAND-DAB / WINDOWPANE / BRILL","windowpane","Southern New England / Mid-Atlantic","FLDSNEMA","NMFS","Southern Windowpane","New York",10,2016,0,2,1
"1027","FLOUNDER, SAND-DAB / WINDOWPANE / BRILL","windowpane","Southern New England / Mid-Atlantic","FLDSNEMA","NMFS","Southern Windowpane","New York",10,2017,1,2,1
"1028","FLOUNDER, SAND-DAB / WINDOWPANE / BRILL","windowpane","Southern New England / Mid-Atlantic","FLDSNEMA","NMFS","Southern Windowpane","Rhode Island",11,2005,1,3,1
"1029","FLOUNDER, SAND-DAB / WINDOWPANE / BRILL","windowpane","Southern New England / Mid-Atlantic","FLDSNEMA","NMFS","Southern Windowpane","Rhode Island",11,2006,0,3,1
"1030","FLOUNDER, SAND-DAB / WINDOWPANE / BRILL","windowpane","Southern New England / Mid-Atlantic","FLDSNEMA","NMFS","Southern Windowpane","Rhode Island",11,2007,0,2,1
"1031","FLOUNDER, SAND-DAB / WINDOWPANE / BRILL","windowpane","Southern New England / Mid-Atlantic","FLDSNEMA","NMFS","Southern Windowpane","Rhode Island",11,2008,1,3,1
"1032","FLOUNDER, SAND-DAB / WINDOWPANE / BRILL","windowpane","Southern New England / Mid-Atlantic","FLDSNEMA","NMFS","Southern Windowpane","Rhode Island",11,2009,0,2,1
"1033","FLOUNDER, SAND-DAB / WINDOWPANE / BRILL","windowpane","Southern New England / Mid-Atlantic","FLDSNEMA","NMFS","Southern Windowpane","Rhode Island",11,2010,0,1,1
"1034","FLOUNDER, SAND-DAB / WINDOWPANE / BRILL","windowpane","Southern New England / Mid-Atlantic","FLDSNEMA","NMFS","Southern Windowpane","Rhode Island",11,2011,0,1,1
"1035","FLOUNDER, SAND-DAB / WINDOWPANE / BRILL","windowpane","Southern New England / Mid-Atlantic","FLDSNEMA","NMFS","Southern Windowpane","Rhode Island",11,2012,1,2,1
"1036","FLOUNDER, SAND-DAB / WINDOWPANE / BRILL","windowpane","Southern New England / Mid-Atlantic","FLDSNEMA","NMFS","Southern Windowpane","Rhode Island",11,2013,0,1,1
"1037","FLOUNDER, SAND-DAB / WINDOWPANE / BRILL","windowpane","Southern New England / Mid-Atlantic","FLDSNEMA","NMFS","Southern Windowpane","Rhode Island",11,2014,0,1,1
"1038","FLOUNDER, SAND-DAB / WINDOWPANE / BRILL","windowpane","Southern New England / Mid-Atlantic","FLDSNEMA","NMFS","Southern Windowpane","Rhode Island",11,2015,1,2,1
"1039","FLOUNDER, SAND-DAB / WINDOWPANE / BRILL","windowpane","Southern New England / Mid-Atlantic","FLDSNEMA","NMFS","Southern Windowpane","Rhode Island",11,2016,0,2,1
"1040","FLOUNDER, SAND-DAB / WINDOWPANE / BRILL","windowpane","Southern New England / Mid-Atlantic","FLDSNEMA","NMFS","Southern Windowpane","Rhode Island",11,2017,1,2,1
"1041","FLOUNDER, SAND-DAB / WINDOWPANE / BRILL","windowpane","Southern New England / Mid-Atlantic","FLDSNEMA","NMFS","Southern Windowpane","Northeast",12,2005,1,3,1
"1042","FLOUNDER, SAND-DAB / WINDOWPANE / BRILL","windowpane","Southern New England / Mid-Atlantic","FLDSNEMA","NMFS","Southern Windowpane","Northeast",12,2006,0,3,1
"1043","FLOUNDER, SAND-DAB / WINDOWPANE / BRILL","windowpane","Southern New England / Mid-Atlantic","FLDSNEMA","NMFS","Southern Windowpane","Northeast",12,2007,0,2,1
"1044","FLOUNDER, SAND-DAB / WINDOWPANE / BRILL","windowpane","Southern New England / Mid-Atlantic","FLDSNEMA","NMFS","Southern Windowpane","Northeast",12,2008,1,3,1
"1045","FLOUNDER, SAND-DAB / WINDOWPANE / BRILL","windowpane","Southern New England / Mid-Atlantic","FLDSNEMA","NMFS","Southern Windowpane","Northeast",12,2009,0,2,1
"1046","FLOUNDER, SAND-DAB / WINDOWPANE / BRILL","windowpane","Southern New England / Mid-Atlantic","FLDSNEMA","NMFS","Southern Windowpane","Northeast",12,2010,0,1,1
"1047","FLOUNDER, SAND-DAB / WINDOWPANE / BRILL","windowpane","Southern New England / Mid-Atlantic","FLDSNEMA","NMFS","Southern Windowpane","Northeast",12,2011,0,1,1
"1048","FLOUNDER, SAND-DAB / WINDOWPANE / BRILL","windowpane","Southern New England / Mid-Atlantic","FLDSNEMA","NMFS","Southern Windowpane","Northeast",12,2012,1,2,1
"1049","FLOUNDER, SAND-DAB / WINDOWPANE / BRILL","windowpane","Southern New England / Mid-Atlantic","FLDSNEMA","NMFS","Southern Windowpane","Northeast",12,2013,0,1,1
"1050","FLOUNDER, SAND-DAB / WINDOWPANE / BRILL","windowpane","Southern New England / Mid-Atlantic","FLDSNEMA","NMFS","Southern Windowpane","Northeast",12,2014,0,1,1
"1051","FLOUNDER, SAND-DAB / WINDOWPANE / BRILL","windowpane","Southern New England / Mid-Atlantic","FLDSNEMA","NMFS","Southern Windowpane","Northeast",12,2015,1,2,1
"1052","FLOUNDER, SAND-DAB / WINDOWPANE / BRILL","windowpane","Southern New England / Mid-Atlantic","FLDSNEMA","NMFS","Southern Windowpane","Northeast",12,2016,0,2,1
"1053","FLOUNDER, SAND-DAB / WINDOWPANE / BRILL","windowpane","Southern New England / Mid-Atlantic","FLDSNEMA","NMFS","Southern Windowpane","Northeast",12,2017,1,2,1
"1054","FLOUNDER, WINTER / BLACKBACK","winter flounder","Gulf of Maine","FLWGMSS","NMFS","GOM Winter Flounder","Gulf of Maine",3,2005,1,1,1
"1055","FLOUNDER, WINTER / BLACKBACK","winter flounder","Gulf of Maine","FLWGMSS","NMFS","GOM Winter Flounder","Gulf of Maine",3,2006,0,1,1
"1056","FLOUNDER, WINTER / BLACKBACK","winter flounder","Gulf of Maine","FLWGMSS","NMFS","GOM Winter Flounder","Gulf of Maine",3,2007,0,1,1
"1057","FLOUNDER, WINTER / BLACKBACK","winter flounder","Gulf of Maine","FLWGMSS","NMFS","GOM Winter Flounder","Gulf of Maine",3,2008,0,1,1
"1058","FLOUNDER, WINTER / BLACKBACK","winter flounder","Gulf of Maine","FLWGMSS","NMFS","GOM Winter Flounder","Gulf of Maine",3,2009,0,1,1
"1059","FLOUNDER, WINTER / BLACKBACK","winter flounder","Gulf of Maine","FLWGMSS","NMFS","GOM Winter Flounder","Gulf of Maine",3,2010,0,0,0
"1060","FLOUNDER, WINTER / BLACKBACK","winter flounder","Gulf of Maine","FLWGMSS","NMFS","GOM Winter Flounder","Gulf of Maine",3,2011,1,1,1
"1061","FLOUNDER, WINTER / BLACKBACK","winter flounder","Gulf of Maine","FLWGMSS","NMFS","GOM Winter Flounder","Gulf of Maine",3,2012,0,1,1
"1062","FLOUNDER, WINTER / BLACKBACK","winter flounder","Gulf of Maine","FLWGMSS","NMFS","GOM Winter Flounder","Gulf of Maine",3,2013,0,1,1
"1063","FLOUNDER, WINTER / BLACKBACK","winter flounder","Gulf of Maine","FLWGMSS","NMFS","GOM Winter Flounder","Gulf of Maine",3,2014,1,2,1
"1064","FLOUNDER, WINTER / BLACKBACK","winter flounder","Gulf of Maine","FLWGMSS","NMFS","GOM Winter Flounder","Gulf of Maine",3,2015,1,3,1
"1065","FLOUNDER, WINTER / BLACKBACK","winter flounder","Gulf of Maine","FLWGMSS","NMFS","GOM Winter Flounder","Gulf of Maine",3,2016,0,2,1
"1066","FLOUNDER, WINTER / BLACKBACK","winter flounder","Gulf of Maine","FLWGMSS","NMFS","GOM Winter Flounder","Gulf of Maine",3,2017,1,3,1
"1067","FLOUNDER, WINTER / BLACKBACK","winter flounder","Gulf of Maine","FLWGMSS","NMFS","GOM Winter Flounder","Maine",6,2005,1,4,1
"1068","FLOUNDER, WINTER / BLACKBACK","winter flounder","Gulf of Maine","FLWGMSS","NMFS","GOM Winter Flounder","Maine",6,2006,0,3,1
"1069","FLOUNDER, WINTER / BLACKBACK","winter flounder","Gulf of Maine","FLWGMSS","NMFS","GOM Winter Flounder","Maine",6,2007,0,2,1
"1070","FLOUNDER, WINTER / BLACKBACK","winter flounder","Gulf of Maine","FLWGMSS","NMFS","GOM Winter Flounder","Maine",6,2008,0,2,1
"1071","FLOUNDER, WINTER / BLACKBACK","winter flounder","Gulf of Maine","FLWGMSS","NMFS","GOM Winter Flounder","Maine",6,2009,0,1,1
"1072","FLOUNDER, WINTER / BLACKBACK","winter flounder","Gulf of Maine","FLWGMSS","NMFS","GOM Winter Flounder","Maine",6,2010,0,0,0
"1073","FLOUNDER, WINTER / BLACKBACK","winter flounder","Gulf of Maine","FLWGMSS","NMFS","GOM Winter Flounder","Maine",6,2011,1,1,1
"1074","FLOUNDER, WINTER / BLACKBACK","winter flounder","Gulf of Maine","FLWGMSS","NMFS","GOM Winter Flounder","Maine",6,2012,0,1,1
"1075","FLOUNDER, WINTER / BLACKBACK","winter flounder","Gulf of Maine","FLWGMSS","NMFS","GOM Winter Flounder","Maine",6,2013,0,1,1
"1076","FLOUNDER, WINTER / BLACKBACK","winter flounder","Gulf of Maine","FLWGMSS","NMFS","GOM Winter Flounder","Maine",6,2014,1,2,1
"1077","FLOUNDER, WINTER / BLACKBACK","winter flounder","Gulf of Maine","FLWGMSS","NMFS","GOM Winter Flounder","Maine",6,2015,1,3,1
"1078","FLOUNDER, WINTER / BLACKBACK","winter flounder","Gulf of Maine","FLWGMSS","NMFS","GOM Winter Flounder","Maine",6,2016,0,2,1
"1079","FLOUNDER, WINTER / BLACKBACK","winter flounder","Gulf of Maine","FLWGMSS","NMFS","GOM Winter Flounder","Maine",6,2017,1,3,1
"1080","FLOUNDER, WINTER / BLACKBACK","winter flounder","Gulf of Maine","FLWGMSS","NMFS","GOM Winter Flounder","Massachusetts-North",7,2005,1,4,1
"1081","FLOUNDER, WINTER / BLACKBACK","winter flounder","Gulf of Maine","FLWGMSS","NMFS","GOM Winter Flounder","Massachusetts-North",7,2006,0,3,1
"1082","FLOUNDER, WINTER / BLACKBACK","winter flounder","Gulf of Maine","FLWGMSS","NMFS","GOM Winter Flounder","Massachusetts-North",7,2007,0,2,1
"1083","FLOUNDER, WINTER / BLACKBACK","winter flounder","Gulf of Maine","FLWGMSS","NMFS","GOM Winter Flounder","Massachusetts-North",7,2008,0,2,1
"1084","FLOUNDER, WINTER / BLACKBACK","winter flounder","Gulf of Maine","FLWGMSS","NMFS","GOM Winter Flounder","Massachusetts-North",7,2009,0,1,1
"1085","FLOUNDER, WINTER / BLACKBACK","winter flounder","Gulf of Maine","FLWGMSS","NMFS","GOM Winter Flounder","Massachusetts-North",7,2010,0,0,0
"1086","FLOUNDER, WINTER / BLACKBACK","winter flounder","Gulf of Maine","FLWGMSS","NMFS","GOM Winter Flounder","Massachusetts-North",7,2011,1,1,1
"1087","FLOUNDER, WINTER / BLACKBACK","winter flounder","Gulf of Maine","FLWGMSS","NMFS","GOM Winter Flounder","Massachusetts-North",7,2012,0,1,1
"1088","FLOUNDER, WINTER / BLACKBACK","winter flounder","Gulf of Maine","FLWGMSS","NMFS","GOM Winter Flounder","Massachusetts-North",7,2013,0,1,1
"1089","FLOUNDER, WINTER / BLACKBACK","winter flounder","Gulf of Maine","FLWGMSS","NMFS","GOM Winter Flounder","Massachusetts-North",7,2014,1,2,1
"1090","FLOUNDER, WINTER / BLACKBACK","winter flounder","Gulf of Maine","FLWGMSS","NMFS","GOM Winter Flounder","Massachusetts-North",7,2015,1,3,1
"1091","FLOUNDER, WINTER / BLACKBACK","winter flounder","Gulf of Maine","FLWGMSS","NMFS","GOM Winter Flounder","Massachusetts-North",7,2016,0,2,1
"1092","FLOUNDER, WINTER / BLACKBACK","winter flounder","Gulf of Maine","FLWGMSS","NMFS","GOM Winter Flounder","Massachusetts-North",7,2017,1,3,1
"1093","FLOUNDER, WINTER / BLACKBACK","winter flounder","Gulf of Maine","FLWGMSS","NMFS","GOM Winter Flounder","New Hampshire",9,2005,1,4,1
"1094","FLOUNDER, WINTER / BLACKBACK","winter flounder","Gulf of Maine","FLWGMSS","NMFS","GOM Winter Flounder","New Hampshire",9,2006,0,3,1
"1095","FLOUNDER, WINTER / BLACKBACK","winter flounder","Gulf of Maine","FLWGMSS","NMFS","GOM Winter Flounder","New Hampshire",9,2007,0,2,1
"1096","FLOUNDER, WINTER / BLACKBACK","winter flounder","Gulf of Maine","FLWGMSS","NMFS","GOM Winter Flounder","New Hampshire",9,2008,0,2,1
"1097","FLOUNDER, WINTER / BLACKBACK","winter flounder","Gulf of Maine","FLWGMSS","NMFS","GOM Winter Flounder","New Hampshire",9,2009,0,1,1
"1098","FLOUNDER, WINTER / BLACKBACK","winter flounder","Gulf of Maine","FLWGMSS","NMFS","GOM Winter Flounder","New Hampshire",9,2010,0,0,0
"1099","FLOUNDER, WINTER / BLACKBACK","winter flounder","Gulf of Maine","FLWGMSS","NMFS","GOM Winter Flounder","New Hampshire",9,2011,1,1,1
"1100","FLOUNDER, WINTER / BLACKBACK","winter flounder","Gulf of Maine","FLWGMSS","NMFS","GOM Winter Flounder","New Hampshire",9,2012,0,1,1
"1101","FLOUNDER, WINTER / BLACKBACK","winter flounder","Gulf of Maine","FLWGMSS","NMFS","GOM Winter Flounder","New Hampshire",9,2013,0,1,1
"1102","FLOUNDER, WINTER / BLACKBACK","winter flounder","Gulf of Maine","FLWGMSS","NMFS","GOM Winter Flounder","New Hampshire",9,2014,1,2,1
"1103","FLOUNDER, WINTER / BLACKBACK","winter flounder","Gulf of Maine","FLWGMSS","NMFS","GOM Winter Flounder","New Hampshire",9,2015,1,3,1
"1104","FLOUNDER, WINTER / BLACKBACK","winter flounder","Gulf of Maine","FLWGMSS","NMFS","GOM Winter Flounder","New Hampshire",9,2016,0,2,1
"1105","FLOUNDER, WINTER / BLACKBACK","winter flounder","Gulf of Maine","FLWGMSS","NMFS","GOM Winter Flounder","New Hampshire",9,2017,1,3,1
"1106","FLOUNDER, WINTER / BLACKBACK","winter flounder","Gulf of Maine","FLWGMSS","NMFS","GOM Winter Flounder","Northeast",12,2005,1,4,1
"1107","FLOUNDER, WINTER / BLACKBACK","winter flounder","Gulf of Maine","FLWGMSS","NMFS","GOM Winter Flounder","Northeast",12,2006,0,3,1
"1108","FLOUNDER, WINTER / BLACKBACK","winter flounder","Gulf of Maine","FLWGMSS","NMFS","GOM Winter Flounder","Northeast",12,2007,0,2,1
"1109","FLOUNDER, WINTER / BLACKBACK","winter flounder","Gulf of Maine","FLWGMSS","NMFS","GOM Winter Flounder","Northeast",12,2008,0,2,1
"1110","FLOUNDER, WINTER / BLACKBACK","winter flounder","Gulf of Maine","FLWGMSS","NMFS","GOM Winter Flounder","Northeast",12,2009,0,1,1
"1111","FLOUNDER, WINTER / BLACKBACK","winter flounder","Gulf of Maine","FLWGMSS","NMFS","GOM Winter Flounder","Northeast",12,2010,0,0,0
"1112","FLOUNDER, WINTER / BLACKBACK","winter flounder","Gulf of Maine","FLWGMSS","NMFS","GOM Winter Flounder","Northeast",12,2011,1,1,1
"1113","FLOUNDER, WINTER / BLACKBACK","winter flounder","Gulf of Maine","FLWGMSS","NMFS","GOM Winter Flounder","Northeast",12,2012,0,1,1
"1114","FLOUNDER, WINTER / BLACKBACK","winter flounder","Gulf of Maine","FLWGMSS","NMFS","GOM Winter Flounder","Northeast",12,2013,0,1,1
"1115","FLOUNDER, WINTER / BLACKBACK","winter flounder","Gulf of Maine","FLWGMSS","NMFS","GOM Winter Flounder","Northeast",12,2014,1,2,1
"1116","FLOUNDER, WINTER / BLACKBACK","winter flounder","Gulf of Maine","FLWGMSS","NMFS","GOM Winter Flounder","Northeast",12,2015,1,3,1
"1117","FLOUNDER, WINTER / BLACKBACK","winter flounder","Gulf of Maine","FLWGMSS","NMFS","GOM Winter Flounder","Northeast",12,2016,0,2,1
"1118","FLOUNDER, WINTER / BLACKBACK","winter flounder","Gulf of Maine","FLWGMSS","NMFS","GOM Winter Flounder","Northeast",12,2017,1,3,1
"1119","FLOUNDER, WINTER / BLACKBACK","winter flounder","Southern New England / Mid-Atlantic","FLWSNEMA","NMFS","SNE/MA Winter Flounder","Offshore",1,2005,1,1,1
"1120","FLOUNDER, WINTER / BLACKBACK","winter flounder","Southern New England / Mid-Atlantic","FLWSNEMA","NMFS","SNE/MA Winter Flounder","Offshore",1,2006,0,1,1
"1121","FLOUNDER, WINTER / BLACKBACK","winter flounder","Southern New England / Mid-Atlantic","FLWSNEMA","NMFS","SNE/MA Winter Flounder","Offshore",1,2007,0,1,1
"1122","FLOUNDER, WINTER / BLACKBACK","winter flounder","Southern New England / Mid-Atlantic","FLWSNEMA","NMFS","SNE/MA Winter Flounder","Offshore",1,2008,1,2,1
"1123","FLOUNDER, WINTER / BLACKBACK","winter flounder","Southern New England / Mid-Atlantic","FLWSNEMA","NMFS","SNE/MA Winter Flounder","Offshore",1,2009,0,2,1
"1124","FLOUNDER, WINTER / BLACKBACK","winter flounder","Southern New England / Mid-Atlantic","FLWSNEMA","NMFS","SNE/MA Winter Flounder","Offshore",1,2010,0,1,1
