"","rgn_id","area_km2","species"
"671",4,42131,"red_breasted_merganser_normalized_AEA"
"672",6,4353,"red_breasted_merganser_normalized_AEA"
"673",7,2480,"red_breasted_merganser_normalized_AEA"
"674",8,1697,"red_breasted_merganser_normalized_AEA"
"675",9,151,"red_breasted_merganser_normalized_AEA"
"676",10,1027,"red_breasted_merganser_normalized_AEA"
"677",11,744,"red_breasted_merganser_normalized_AEA"
"678",1,891,"Red_hake"
"679",2,36725,"Red_hake"
"680",3,58205,"Red_hake"
"681",4,31161,"Red_hake"
"682",6,806,"Red_hake"
"683",7,2162,"Red_hake"
"684",9,8,"Red_hake"
"685",1,105282,"red_necked_phalarope_normalized_AEA"
"686",2,46223,"red_necked_phalarope_normalized_AEA"
"687",3,59593,"red_necked_phalarope_normalized_AEA"
"688",4,28393,"red_necked_phalarope_normalized_AEA"
"689",6,4353,"red_necked_phalarope_normalized_AEA"
"690",7,1311,"red_necked_phalarope_normalized_AEA"
"691",8,82,"red_necked_phalarope_normalized_AEA"
"692",9,151,"red_necked_phalarope_normalized_AEA"
"693",10,4,"red_necked_phalarope_normalized_AEA"
"694",1,105282,"red_phalarope_normalized_AEA"
"695",2,49938,"red_phalarope_normalized_AEA"
"696",3,43584,"red_phalarope_normalized_AEA"
"697",4,35890,"red_phalarope_normalized_AEA"
"698",6,26,"red_phalarope_normalized_AEA"
"699",7,1623,"red_phalarope_normalized_AEA"
"700",8,1697,"red_phalarope_normalized_AEA"
"701",10,204,"red_phalarope_normalized_AEA"
"702",11,720,"red_phalarope_normalized_AEA"
"703",1,104091,"red_throated_loon_normalized_AEA"
"704",2,39417,"red_throated_loon_normalized_AEA"
"705",3,51494,"red_throated_loon_normalized_AEA"
"706",4,42131,"red_throated_loon_normalized_AEA"
"707",6,4353,"red_throated_loon_normalized_AEA"
"708",7,2480,"red_throated_loon_normalized_AEA"
"709",8,1697,"red_throated_loon_normalized_AEA"
"710",9,151,"red_throated_loon_normalized_AEA"
"711",10,1027,"red_throated_loon_normalized_AEA"
"712",11,744,"red_throated_loon_normalized_AEA"
"713",1,102937,"ring_billed_gull_normalized_AEA"
"714",2,45486,"ring_billed_gull_normalized_AEA"
"715",3,59611,"ring_billed_gull_normalized_AEA"
"716",4,42131,"ring_billed_gull_normalized_AEA"
"717",6,4353,"ring_billed_gull_normalized_AEA"
"718",7,2480,"ring_billed_gull_normalized_AEA"
"719",8,1697,"ring_billed_gull_normalized_AEA"
"720",9,151,"ring_billed_gull_normalized_AEA"
"721",10,1027,"ring_billed_gull_normalized_AEA"
"722",11,744,"ring_billed_gull_normalized_AEA"
"723",1,105282,"Rissos dolphin"
"724",2,18902,"Rissos dolphin"
"725",3,9293,"Rissos dolphin"
"726",4,18404,"Rissos dolphin"
"727",1,105282,"roseate_tern_normalized_AEA"
"728",2,49938,"roseate_tern_normalized_AEA"
"729",3,59611,"roseate_tern_normalized_AEA"
"730",4,42131,"roseate_tern_normalized_AEA"
"731",6,4353,"roseate_tern_normalized_AEA"
"732",7,2480,"roseate_tern_normalized_AEA"
"733",8,1697,"roseate_tern_normalized_AEA"
"734",9,151,"roseate_tern_normalized_AEA"
"735",10,1027,"roseate_tern_normalized_AEA"
"736",11,744,"roseate_tern_normalized_AEA"
"737",1,752,"Rosette_skate"
"738",2,11261,"Rosette_skate"
"739",3,137,"Rosette_skate"
"740",4,6497,"Rosette_skate"
"741",4,5649,"Roughtail_stingray"
"742",10,18,"Roughtail_stingray"
"743",1,22,"Round_herring"
"744",2,3259,"Round_herring"
"745",4,30257,"Round_herring"
"746",8,269,"Round_herring"
"747",10,395,"Round_herring"
"748",11,333,"Round_herring"
"749",1,872,"royal_tern_normalized_AEA"
"750",3,32,"royal_tern_normalized_AEA"
"751",4,254,"royal_tern_normalized_AEA"
"752",8,11,"royal_tern_normalized_AEA"
"753",10,117,"royal_tern_normalized_AEA"
"754",1,295,"Scup"
"755",2,6645,"Scup"
"756",3,1291,"Scup"
"757",4,35481,"Scup"
"758",6,6,"Scup"
"759",7,2127,"Scup"
"760",8,269,"Scup"
"761",9,8,"Scup"
"762",10,395,"Scup"
"763",11,333,"Scup"
"764",1,216,"Sea_raven"
"765",2,43134,"Sea_raven"
"766",3,51416,"Sea_raven"
"767",4,22193,"Sea_raven"
"768",6,806,"Sea_raven"
"769",7,2235,"Sea_raven"
"770",8,269,"Sea_raven"
"771",9,8,"Sea_raven"
"772",10,91,"Sea_raven"
"773",11,333,"Sea_raven"
"774",1,207,"Sea_scallop"
"775",2,35404,"Sea_scallop"
"776",3,22329,"Sea_scallop"
"777",4,31787,"Sea_scallop"
"778",6,806,"Sea_scallop"
"779",7,1921,"Sea_scallop"
"780",8,148,"Sea_scallop"
"781",9,8,"Sea_scallop"
"782",10,110,"Sea_scallop"
"783",11,331,"Sea_scallop"
"784",1,16467,"Sei whale"
"785",2,44631,"Sei whale"
"786",3,59421,"Sei whale"
"787",4,31033,"Sei whale"
"788",6,4065,"Sei whale"
"789",7,1080,"Sei whale"
"790",8,24,"Sei whale"
"791",9,119,"Sei whale"
"792",1,36997,"Short beaked common dolphin"
"793",2,39942,"Short beaked common dolphin"
"794",3,13910,"Short beaked common dolphin"
"795",4,30913,"Short beaked common dolphin"
"796",8,78,"Short beaked common dolphin"
"797",1,101830,"Short finned pilot whale"
"798",2,6061,"Short finned pilot whale"
"799",4,15857,"Short finned pilot whale"
"800",1,891,"Silver_hake"
"801",2,43352,"Silver_hake"
"802",3,58209,"Silver_hake"
"803",4,36708,"Silver_hake"
"804",6,806,"Silver_hake"
"805",7,2235,"Silver_hake"
"806",8,11,"Silver_hake"
"807",9,8,"Silver_hake"
"808",10,12,"Silver_hake"
"809",1,597,"Smooth_dogfish"
"810",2,25392,"Smooth_dogfish"
"811",3,2,"Smooth_dogfish"
"812",4,35292,"Smooth_dogfish"
"813",7,22,"Smooth_dogfish"
"814",8,269,"Smooth_dogfish"
"815",10,395,"Smooth_dogfish"
"816",11,333,"Smooth_dogfish"
"817",1,65,"Smooth_skate"
"818",2,2848,"Smooth_skate"
"819",3,53430,"Smooth_skate"
"820",6,64,"Smooth_skate"
"821",7,6,"Smooth_skate"
"822",1,105082,"sooty_shearwater_normalized_AEA"
"823",2,49938,"sooty_shearwater_normalized_AEA"
"824",3,59611,"sooty_shearwater_normalized_AEA"
"825",4,41344,"sooty_shearwater_normalized_AEA"
"826",6,4353,"sooty_shearwater_normalized_AEA"
"827",7,2480,"sooty_shearwater_normalized_AEA"
"828",8,1697,"sooty_shearwater_normalized_AEA"
"829",9,151,"sooty_shearwater_normalized_AEA"
"830",10,701,"sooty_shearwater_normalized_AEA"
"831",11,744,"sooty_shearwater_normalized_AEA"
"832",4,4,"sooty_tern_normalized_AEA"
"833",1,105282,"south_polar_skua_normalized_AEA"
"834",2,39135,"south_polar_skua_normalized_AEA"
"835",3,17197,"south_polar_skua_normalized_AEA"
"836",4,12141,"south_polar_skua_normalized_AEA"
"837",1,101508,"Sowerbys beaked whale"
"838",2,873,"Sowerbys beaked whale"
"839",4,1299,"Sowerbys beaked whale"
"840",1,105253,"Sperm whale"
"841",2,5250,"Sperm whale"
"842",3,363,"Sperm whale"
"843",4,5620,"Sperm whale"
"844",1,891,"Spiny_dogfish"
"845",2,45055,"Spiny_dogfish"
"846",3,57190,"Spiny_dogfish"
"847",4,39658,"Spiny_dogfish"
"848",6,766,"Spiny_dogfish"
"849",7,1909,"Spiny_dogfish"
"850",8,120,"Spiny_dogfish"
"851",9,8,"Spiny_dogfish"
"852",10,18,"Spiny_dogfish"
"853",11,213,"Spiny_dogfish"
"854",4,2779,"Spot"
"855",10,260,"Spot"
"856",1,855,"Spotted_hake"
"857",2,14681,"Spotted_hake"
"858",3,216,"Spotted_hake"
"859",4,40236,"Spotted_hake"
"860",7,834,"Spotted_hake"
"861",8,269,"Spotted_hake"
"862",10,395,"Spotted_hake"
"863",11,333,"Spotted_hake"
"864",1,104768,"Striped dolphin"
"865",2,2046,"Striped dolphin"
"866",4,2657,"Striped dolphin"
"867",4,170,"Striped_anchovy"
"868",10,15,"Striped_anchovy"
"869",2,4334,"Striped_bass"
"870",3,105,"Striped_bass"
"871",4,9193,"Striped_bass"
"872",7,1041,"Striped_bass"
"873",8,221,"Striped_bass"
"874",10,321,"Striped_bass"
"875",11,285,"Striped_bass"
"876",1,301,"Striped_searobin"
"877",2,4064,"Striped_searobin"
"878",3,728,"Striped_searobin"
"879",4,30701,"Striped_searobin"
"880",6,1,"Striped_searobin"
"881",7,2037,"Striped_searobin"
"882",8,269,"Striped_searobin"
"883",9,8,"Striped_searobin"
"884",10,395,"Striped_searobin"
"885",11,333,"Striped_searobin"
"886",1,760,"Summer_flounder"
"887",2,36009,"Summer_flounder"
"888",3,976,"Summer_flounder"
"889",4,40236,"Summer_flounder"
"890",7,1425,"Summer_flounder"
"891",8,269,"Summer_flounder"
"892",10,395,"Summer_flounder"
"893",11,333,"Summer_flounder"
"894",1,105282,"surf_scoter_normalized_AEA"
"895",2,49930,"surf_scoter_normalized_AEA"
"896",3,59611,"surf_scoter_normalized_AEA"
"897",4,42131,"surf_scoter_normalized_AEA"
"898",6,4353,"surf_scoter_normalized_AEA"
"899",7,2480,"surf_scoter_normalized_AEA"
"900",8,1697,"surf_scoter_normalized_AEA"
"901",9,151,"surf_scoter_normalized_AEA"
"902",10,1027,"surf_scoter_normalized_AEA"
"903",11,744,"surf_scoter_normalized_AEA"
"904",2,450,"Tautog"
"905",3,254,"Tautog"
"906",4,5923,"Tautog"
"907",7,1064,"Tautog"
"908",8,247,"Tautog"
"909",10,131,"Tautog"
"910",11,333,"Tautog"
"911",1,100790,"thick_billed_murre_normalized_AEA"
"912",2,46344,"thick_billed_murre_normalized_AEA"
"913",3,53802,"thick_billed_murre_normalized_AEA"
"914",4,5642,"thick_billed_murre_normalized_AEA"
"915",6,2737,"thick_billed_murre_normalized_AEA"
"916",7,57,"thick_billed_murre_normalized_AEA"
"917",8,8,"thick_billed_murre_normalized_AEA"
"918",9,8,"thick_billed_murre_normalized_AEA"
"919",1,172,"Thorny_skate"
"920",2,4416,"Thorny_skate"
"921",3,53778,"Thorny_skate"
"922",6,427,"Thorny_skate"
"923",7,1163,"Thorny_skate"
"924",9,8,"Thorny_skate"
"925",1,525,"Tilefish"
"926",2,274,"Tilefish"
"927",4,11272,"Tilefish"
"928",1,101508,"Trues beaked whale"
"929",2,873,"Trues beaked whale"
"930",4,1299,"Trues beaked whale"
"931",1,427,"Weakfish"
"932",2,1926,"Weakfish"
"933",4,26152,"Weakfish"
"934",10,395,"Weakfish"
"935",1,535,"White_hake"
"936",2,6599,"White_hake"
"937",3,57643,"White_hake"
"938",4,2129,"White_hake"
"939",6,806,"White_hake"
"940",7,1259,"White_hake"
"941",9,7,"White_hake"
"942",1,105282,"white_winged_scoter_normalized_AEA"
"943",2,49938,"white_winged_scoter_normalized_AEA"
"944",3,59611,"white_winged_scoter_normalized_AEA"
"945",4,42131,"white_winged_scoter_normalized_AEA"
"946",6,4353,"white_winged_scoter_normalized_AEA"
"947",7,2480,"white_winged_scoter_normalized_AEA"
"948",8,1697,"white_winged_scoter_normalized_AEA"
"949",9,151,"white_winged_scoter_normalized_AEA"
"950",10,1027,"white_winged_scoter_normalized_AEA"
"951",11,744,"white_winged_scoter_normalized_AEA"
"952",1,105282,"wilsons_storm_petrel_normalized_AEA"
"953",2,49938,"wilsons_storm_petrel_normalized_AEA"
"954",3,59611,"wilsons_storm_petrel_normalized_AEA"
"955",4,42131,"wilsons_storm_petrel_normalized_AEA"
"956",6,4353,"wilsons_storm_petrel_normalized_AEA"
"957",7,2480,"wilsons_storm_petrel_normalized_AEA"
"958",8,1697,"wilsons_storm_petrel_normalized_AEA"
"959",9,151,"wilsons_storm_petrel_normalized_AEA"
"960",10,1027,"wilsons_storm_petrel_normalized_AEA"
"961",11,744,"wilsons_storm_petrel_normalized_AEA"
"962",1,122,"Windowpane"
"963",2,42694,"Windowpane"
"964",3,9168,"Windowpane"
"965",4,27594,"Windowpane"
"966",6,758,"Windowpane"
"967",7,2235,"Windowpane"
"968",8,269,"Windowpane"
"969",9,8,"Windowpane"
"970",10,395,"Windowpane"
"971",11,333,"Windowpane"
"972",2,36745,"Winter_flounder"
"973",3,18813,"Winter_flounder"
"974",4,22893,"Winter_flounder"
"975",6,806,"Winter_flounder"
"976",7,2235,"Winter_flounder"
"977",8,269,"Winter_flounder"
"978",9,8,"Winter_flounder"
"979",10,395,"Winter_flounder"
"980",11,333,"Winter_flounder"
"981",1,463,"Winter_skate"
"982",2,45161,"Winter_skate"
"983",3,12662,"Winter_skate"
"984",4,38456,"Winter_skate"
"985",6,23,"Winter_skate"
"986",7,2215,"Winter_skate"
"987",8,269,"Winter_skate"
"988",9,8,"Winter_skate"
"989",10,395,"Winter_skate"
"990",11,333,"Winter_skate"
"991",1,868,"Witch_flounder"
"992",2,14623,"Witch_flounder"
"993",3,57558,"Witch_flounder"
"994",4,20112,"Witch_flounder"
"995",6,806,"Witch_flounder"
"996",7,854,"Witch_flounder"
"997",9,8,"Witch_flounder"
"998",1,293,"Yellowtail_flounder"
"999",2,43903,"Yellowtail_flounder"
"1000",3,15138,"Yellowtail_flounder"
"1001",4,30473,"Yellowtail_flounder"
"1002",6,782,"Yellowtail_flounder"
"1003",7,2235,"Yellowtail_flounder"
"1004",8,142,"Yellowtail_flounder"
"1005",9,8,"Yellowtail_flounder"
"1006",10,38,"Yellowtail_flounder"
"1007",11,119,"Yellowtail_flounder"
