"","rgn_name","year","wqi_score","score","gapfilled","raw_data","metric","habitat"
"346","Massachusetts-South",2011,NA,59.21,NA,NA,"percent_loss","salt_marsh"
"347","Massachusetts-South",2012,NA,59.21,NA,NA,"percent_loss","salt_marsh"
"348","Massachusetts-South",2013,NA,59.21,NA,NA,"percent_loss","salt_marsh"
"349","Massachusetts-South",2014,NA,59.21,NA,NA,"percent_loss","salt_marsh"
"350","Massachusetts-South",2015,NA,59.21,NA,NA,"percent_loss","salt_marsh"
"351","Massachusetts-South",2016,NA,59.21,NA,NA,"percent_loss","salt_marsh"
"352","Massachusetts-South",2017,NA,59.21,NA,NA,"percent_loss","salt_marsh"
"353","New Hampshire",1996,NA,82,NA,18,"percent_loss","salt_marsh"
"354","New Hampshire",1997,NA,81.93,NA,NA,"percent_loss","salt_marsh"
"355","New Hampshire",1998,NA,81.86,NA,NA,"percent_loss","salt_marsh"
"356","New Hampshire",1999,NA,81.79,NA,NA,"percent_loss","salt_marsh"
"357","New Hampshire",2000,NA,81.72,NA,NA,"percent_loss","salt_marsh"
"358","New Hampshire",2001,NA,81.65,NA,18.3471920310581,"percent_loss","salt_marsh"
"359","New Hampshire",2002,NA,81.69,NA,NA,"percent_loss","salt_marsh"
"360","New Hampshire",2003,NA,81.73,NA,NA,"percent_loss","salt_marsh"
"361","New Hampshire",2004,NA,81.77,NA,NA,"percent_loss","salt_marsh"
"362","New Hampshire",2005,NA,81.81,NA,NA,"percent_loss","salt_marsh"
"363","New Hampshire",2006,NA,81.85,NA,18.1501041118459,"percent_loss","salt_marsh"
"364","New Hampshire",2007,NA,81.78,NA,NA,"percent_loss","salt_marsh"
"365","New Hampshire",2008,NA,81.7,NA,NA,"percent_loss","salt_marsh"
"366","New Hampshire",2009,NA,81.63,NA,NA,"percent_loss","salt_marsh"
"367","New Hampshire",2010,NA,81.56,NA,18.4432952733985,"percent_loss","salt_marsh"
"368","New Hampshire",2011,NA,81.56,NA,NA,"percent_loss","salt_marsh"
"369","New Hampshire",2012,NA,81.56,NA,NA,"percent_loss","salt_marsh"
"370","New Hampshire",2013,NA,81.56,NA,NA,"percent_loss","salt_marsh"
"371","New Hampshire",2014,NA,81.56,NA,NA,"percent_loss","salt_marsh"
"372","New Hampshire",2015,NA,81.56,NA,NA,"percent_loss","salt_marsh"
"373","New Hampshire",2016,NA,81.56,NA,NA,"percent_loss","salt_marsh"
"374","New Hampshire",2017,NA,81.56,NA,NA,"percent_loss","salt_marsh"
"375","New York",1996,NA,52,NA,48,"percent_loss","salt_marsh"
"376","New York",1997,NA,52,NA,NA,"percent_loss","salt_marsh"
"377","New York",1998,NA,52,NA,NA,"percent_loss","salt_marsh"
"378","New York",1999,NA,52,NA,NA,"percent_loss","salt_marsh"
"379","New York",2000,NA,52,NA,NA,"percent_loss","salt_marsh"
"380","New York",2001,NA,52,NA,48.0001628805092,"percent_loss","salt_marsh"
"381","New York",2002,NA,51.5,NA,NA,"percent_loss","salt_marsh"
"382","New York",2003,NA,51,NA,NA,"percent_loss","salt_marsh"
"383","New York",2004,NA,50.51,NA,NA,"percent_loss","salt_marsh"
"384","New York",2005,NA,50.01,NA,NA,"percent_loss","salt_marsh"
"385","New York",2006,NA,49.51,NA,50.4911410454462,"percent_loss","salt_marsh"
"386","New York",2007,NA,49.54,NA,NA,"percent_loss","salt_marsh"
"387","New York",2008,NA,49.58,NA,NA,"percent_loss","salt_marsh"
"388","New York",2009,NA,49.61,NA,NA,"percent_loss","salt_marsh"
"389","New York",2010,NA,49.65,NA,50.3505751659811,"percent_loss","salt_marsh"
"390","New York",2011,NA,49.65,NA,NA,"percent_loss","salt_marsh"
"391","New York",2012,NA,49.65,NA,NA,"percent_loss","salt_marsh"
"392","New York",2013,NA,49.65,NA,NA,"percent_loss","salt_marsh"
"393","New York",2014,NA,49.65,NA,NA,"percent_loss","salt_marsh"
"394","New York",2015,NA,49.65,NA,NA,"percent_loss","salt_marsh"
"395","New York",2016,NA,49.65,NA,NA,"percent_loss","salt_marsh"
"396","New York",2017,NA,49.65,NA,NA,"percent_loss","salt_marsh"
"397","Northeast",1996,NA,83.21,NA,16.7854010505483,"percent_loss","salt_marsh"
"398","Northeast",1997,NA,83.26,NA,NA,"percent_loss","salt_marsh"
"399","Northeast",1998,NA,83.31,NA,NA,"percent_loss","salt_marsh"
"400","Northeast",1999,NA,83.36,NA,NA,"percent_loss","salt_marsh"
"401","Northeast",2000,NA,83.41,NA,NA,"percent_loss","salt_marsh"
"402","Northeast",2001,NA,83.46,NA,16.5449877264408,"percent_loss","salt_marsh"
"403","Northeast",2002,NA,83.5,NA,NA,"percent_loss","salt_marsh"
"404","Northeast",2003,NA,83.54,NA,NA,"percent_loss","salt_marsh"
"405","Northeast",2004,NA,83.58,NA,NA,"percent_loss","salt_marsh"
"406","Northeast",2005,NA,83.62,NA,NA,"percent_loss","salt_marsh"
"407","Northeast",2006,NA,83.67,NA,16.3341848013297,"percent_loss","salt_marsh"
"408","Northeast",2007,NA,83.96,NA,NA,"percent_loss","salt_marsh"
"409","Northeast",2008,NA,84.25,NA,NA,"percent_loss","salt_marsh"
"410","Northeast",2009,NA,84.54,NA,NA,"percent_loss","salt_marsh"
"411","Northeast",2010,NA,84.84,NA,15.163673953631,"percent_loss","salt_marsh"
"412","Northeast",2011,NA,84.84,NA,NA,"percent_loss","salt_marsh"
"413","Northeast",2012,NA,84.84,NA,NA,"percent_loss","salt_marsh"
"414","Northeast",2013,NA,84.84,NA,NA,"percent_loss","salt_marsh"
"415","Northeast",2014,NA,84.84,NA,NA,"percent_loss","salt_marsh"
"416","Northeast",2015,NA,84.84,NA,NA,"percent_loss","salt_marsh"
"417","Northeast",2016,NA,84.84,NA,NA,"percent_loss","salt_marsh"
"418","Northeast",2017,NA,84.84,NA,NA,"percent_loss","salt_marsh"
"419","Rhode Island",1996,NA,47,NA,53,"percent_loss","salt_marsh"
"420","Rhode Island",1997,NA,47,NA,NA,"percent_loss","salt_marsh"
"421","Rhode Island",1998,NA,47.01,NA,NA,"percent_loss","salt_marsh"
"422","Rhode Island",1999,NA,47.01,NA,NA,"percent_loss","salt_marsh"
"423","Rhode Island",2000,NA,47.02,NA,NA,"percent_loss","salt_marsh"
"424","Rhode Island",2001,NA,47.02,NA,52.9762058353867,"percent_loss","salt_marsh"
"425","Rhode Island",2002,NA,47.02,NA,NA,"percent_loss","salt_marsh"
"426","Rhode Island",2003,NA,47.02,NA,NA,"percent_loss","salt_marsh"
"427","Rhode Island",2004,NA,47.02,NA,NA,"percent_loss","salt_marsh"
"428","Rhode Island",2005,NA,47.02,NA,NA,"percent_loss","salt_marsh"
"429","Rhode Island",2006,NA,47.02,NA,52.9762058353867,"percent_loss","salt_marsh"
"430","Rhode Island",2007,NA,46.98,NA,NA,"percent_loss","salt_marsh"
"431","Rhode Island",2008,NA,46.93,NA,NA,"percent_loss","salt_marsh"
"432","Rhode Island",2009,NA,46.88,NA,NA,"percent_loss","salt_marsh"
"433","Rhode Island",2010,NA,46.83,NA,53.1666913420966,"percent_loss","salt_marsh"
"434","Rhode Island",2011,NA,46.83,NA,NA,"percent_loss","salt_marsh"
"435","Rhode Island",2012,NA,46.83,NA,NA,"percent_loss","salt_marsh"
"436","Rhode Island",2013,NA,46.83,NA,NA,"percent_loss","salt_marsh"
"437","Rhode Island",2014,NA,46.83,NA,NA,"percent_loss","salt_marsh"
"438","Rhode Island",2015,NA,46.83,NA,NA,"percent_loss","salt_marsh"
"439","Rhode Island",2016,NA,46.83,NA,NA,"percent_loss","salt_marsh"
"440","Rhode Island",2017,NA,46.83,NA,NA,"percent_loss","salt_marsh"
