"","rgn_id","area_km2","species"
"728",11,331,"Sea_scallop"
"729",3,17817,"Sei whale"
"730",4,1504,"Sei whale"
"731",7,1486,"Sei whale"
"732",8,938,"Sei whale"
"733",11,181,"Sei whale"
"734",3,17624,"Short beaked common dolphin"
"735",4,1015,"Short beaked common dolphin"
"736",6,310,"Short beaked common dolphin"
"737",7,1185,"Short beaked common dolphin"
"738",8,11,"Short beaked common dolphin"
"739",9,9,"Short beaked common dolphin"
"740",11,442,"Short beaked common dolphin"
"741",1,2536,"Short finned pilot whale"
"742",2,4985,"Short finned pilot whale"
"743",3,6020,"Short finned pilot whale"
"744",4,16767,"Short finned pilot whale"
"745",7,1657,"Short finned pilot whale"
"746",8,2615,"Short finned pilot whale"
"747",11,71,"Short finned pilot whale"
"748",1,891,"Silver_hake"
"749",2,43225,"Silver_hake"
"750",3,58283,"Silver_hake"
"751",4,36761,"Silver_hake"
"752",6,796,"Silver_hake"
"753",7,2226,"Silver_hake"
"754",8,11,"Silver_hake"
"755",9,8,"Silver_hake"
"756",10,12,"Silver_hake"
"757",1,597,"Smooth_dogfish"
"758",2,25338,"Smooth_dogfish"
"759",3,3,"Smooth_dogfish"
"760",4,35344,"Smooth_dogfish"
"761",7,22,"Smooth_dogfish"
"762",8,269,"Smooth_dogfish"
"763",10,395,"Smooth_dogfish"
"764",11,333,"Smooth_dogfish"
"765",1,65,"Smooth_skate"
"766",2,2789,"Smooth_skate"
"767",3,53489,"Smooth_skate"
"768",6,64,"Smooth_skate"
"769",7,6,"Smooth_skate"
"770",1,8706,"sooty_shearwater_normalized"
"771",2,14090,"sooty_shearwater_normalized"
"772",3,17792,"sooty_shearwater_normalized"
"773",4,18745,"sooty_shearwater_normalized"
"774",7,1432,"sooty_shearwater_normalized"
"775",8,2604,"sooty_shearwater_normalized"
"776",11,367,"sooty_shearwater_normalized"
"777",1,1830,"sooty_tern_normalized"
"778",4,2560,"sooty_tern_normalized"
"779",8,1,"sooty_tern_normalized"
"780",1,8737,"south_polar_skua_normalized"
"781",2,14311,"south_polar_skua_normalized"
"782",3,12172,"south_polar_skua_normalized"
"783",4,24323,"south_polar_skua_normalized"
"784",7,66,"south_polar_skua_normalized"
"785",8,2332,"south_polar_skua_normalized"
"786",1,1569,"Sowerbys beaked whale"
"787",2,3924,"Sowerbys beaked whale"
"788",3,8416,"Sowerbys beaked whale"
"789",4,12066,"Sowerbys beaked whale"
"790",7,988,"Sowerbys beaked whale"
"791",8,2350,"Sowerbys beaked whale"
"792",1,3020,"Sperm whale"
"793",2,5358,"Sperm whale"
"794",3,10050,"Sperm whale"
"795",4,12935,"Sperm whale"
"796",7,1235,"Sperm whale"
"797",8,2605,"Sperm whale"
"798",11,19,"Sperm whale"
"799",1,891,"Spiny_dogfish"
"800",2,44930,"Spiny_dogfish"
"801",3,57261,"Spiny_dogfish"
"802",4,39712,"Spiny_dogfish"
"803",6,756,"Spiny_dogfish"
"804",7,1900,"Spiny_dogfish"
"805",8,120,"Spiny_dogfish"
"806",9,8,"Spiny_dogfish"
"807",10,18,"Spiny_dogfish"
"808",11,213,"Spiny_dogfish"
"809",4,2779,"Spot"
"810",10,260,"Spot"
"811",1,855,"Spotted_hake"
"812",2,14626,"Spotted_hake"
"813",3,217,"Spotted_hake"
"814",4,40289,"Spotted_hake"
"815",7,830,"Spotted_hake"
"816",8,269,"Spotted_hake"
"817",10,395,"Spotted_hake"
"818",11,333,"Spotted_hake"
"819",2,428,"Striped dolphin"
"820",3,16362,"Striped dolphin"
"821",4,1342,"Striped dolphin"
"822",7,1960,"Striped dolphin"
"823",8,101,"Striped dolphin"
"824",11,63,"Striped dolphin"
"825",4,170,"Striped_anchovy"
"826",10,15,"Striped_anchovy"
"827",2,4305,"Striped_bass"
"828",3,108,"Striped_bass"
"829",4,9218,"Striped_bass"
"830",7,1034,"Striped_bass"
"831",8,221,"Striped_bass"
"832",10,321,"Striped_bass"
"833",11,285,"Striped_bass"
"834",1,301,"Striped_searobin"
"835",2,4031,"Striped_searobin"
"836",3,728,"Striped_searobin"
"837",4,30733,"Striped_searobin"
"838",6,1,"Striped_searobin"
"839",7,2033,"Striped_searobin"
"840",8,269,"Striped_searobin"
"841",9,8,"Striped_searobin"
"842",10,395,"Striped_searobin"
"843",11,333,"Striped_searobin"
"844",1,760,"Summer_flounder"
"845",2,35953,"Summer_flounder"
"846",3,978,"Summer_flounder"
"847",4,40289,"Summer_flounder"
"848",7,1416,"Summer_flounder"
"849",8,269,"Summer_flounder"
"850",10,395,"Summer_flounder"
"851",11,333,"Summer_flounder"
"852",1,8019,"surf_scoter_normalized"
"853",2,14023,"surf_scoter_normalized"
"854",3,16667,"surf_scoter_normalized"
"855",4,33072,"surf_scoter_normalized"
"856",7,1432,"surf_scoter_normalized"
"857",8,2625,"surf_scoter_normalized"
"858",10,123,"surf_scoter_normalized"
"859",11,806,"surf_scoter_normalized"
"860",2,444,"Tautog"
"861",3,254,"Tautog"
"862",4,5929,"Tautog"
"863",7,1060,"Tautog"
"864",8,247,"Tautog"
"865",10,131,"Tautog"
"866",11,333,"Tautog"
"867",1,8736,"thick_billed_murre_normalized"
"868",2,14235,"thick_billed_murre_normalized"
"869",3,17054,"thick_billed_murre_normalized"
"870",4,20389,"thick_billed_murre_normalized"
"871",7,218,"thick_billed_murre_normalized"
"872",8,1587,"thick_billed_murre_normalized"
"873",1,172,"Thorny_skate"
"874",2,4361,"Thorny_skate"
"875",3,53833,"Thorny_skate"
"876",6,420,"Thorny_skate"
"877",7,1163,"Thorny_skate"
"878",9,8,"Thorny_skate"
"879",1,525,"Tilefish"
"880",2,274,"Tilefish"
"881",4,11272,"Tilefish"
"882",1,1569,"Trues beaked whale"
"883",2,3924,"Trues beaked whale"
"884",3,8416,"Trues beaked whale"
"885",4,12066,"Trues beaked whale"
"886",7,988,"Trues beaked whale"
"887",8,2350,"Trues beaked whale"
"888",1,427,"Weakfish"
"889",2,1926,"Weakfish"
"890",4,26151,"Weakfish"
"891",10,395,"Weakfish"
"892",1,535,"White_hake"
"893",2,6535,"White_hake"
"894",3,57707,"White_hake"
"895",4,2129,"White_hake"
"896",6,796,"White_hake"
"897",7,1257,"White_hake"
"898",9,7,"White_hake"
"899",1,8737,"white_winged_scoter_normalized"
"900",2,14311,"white_winged_scoter_normalized"
"901",3,17391,"white_winged_scoter_normalized"
"902",4,32239,"white_winged_scoter_normalized"
"903",7,1432,"white_winged_scoter_normalized"
"904",8,2625,"white_winged_scoter_normalized"
"905",10,123,"white_winged_scoter_normalized"
"906",11,806,"white_winged_scoter_normalized"
"907",1,225,"wilsons_storm_petrel_normalized"
"908",2,11717,"wilsons_storm_petrel_normalized"
"909",3,17792,"wilsons_storm_petrel_normalized"
"910",4,14112,"wilsons_storm_petrel_normalized"
"911",7,1432,"wilsons_storm_petrel_normalized"
"912",8,2625,"wilsons_storm_petrel_normalized"
"913",10,123,"wilsons_storm_petrel_normalized"
"914",11,806,"wilsons_storm_petrel_normalized"
"915",1,122,"Windowpane"
"916",2,42608,"Windowpane"
"917",3,9200,"Windowpane"
"918",4,27647,"Windowpane"
"919",6,749,"Windowpane"
"920",7,2226,"Windowpane"
"921",8,269,"Windowpane"
"922",9,8,"Windowpane"
"923",10,395,"Windowpane"
"924",11,333,"Windowpane"
"925",2,36639,"Winter_flounder"
"926",3,18874,"Winter_flounder"
"927",4,22937,"Winter_flounder"
"928",6,796,"Winter_flounder"
"929",7,2226,"Winter_flounder"
"930",8,269,"Winter_flounder"
"931",9,8,"Winter_flounder"
"932",10,395,"Winter_flounder"
"933",11,333,"Winter_flounder"
"934",1,463,"Winter_skate"
"935",2,45033,"Winter_skate"
"936",3,12736,"Winter_skate"
"937",4,38509,"Winter_skate"
"938",6,23,"Winter_skate"
"939",7,2206,"Winter_skate"
"940",8,269,"Winter_skate"
"941",9,8,"Winter_skate"
"942",10,395,"Winter_skate"
"943",11,333,"Winter_skate"
"944",1,868,"Witch_flounder"
"945",2,14547,"Witch_flounder"
"946",3,57623,"Witch_flounder"
"947",4,20123,"Witch_flounder"
"948",6,796,"Witch_flounder"
"949",7,854,"Witch_flounder"
"950",9,8,"Witch_flounder"
"951",1,293,"Yellowtail_flounder"
"952",2,43793,"Yellowtail_flounder"
"953",3,15194,"Yellowtail_flounder"
"954",4,30526,"Yellowtail_flounder"
"955",6,772,"Yellowtail_flounder"
"956",7,2226,"Yellowtail_flounder"
"957",8,142,"Yellowtail_flounder"
"958",9,8,"Yellowtail_flounder"
"959",10,38,"Yellowtail_flounder"
"960",11,119,"Yellowtail_flounder"
