SITE_ID,LON_DD,LAT_DD,ALBERS_X,ALBERS_Y,PSTL_CODE,EPA_REG,NCA_REGION,SAMPYEAR,ESTUARY,STATUS_ALL,WGT_56_CAT,WGT_NCA_56,WGT_91_CAT,WGT_NCA_91,CHG_PERIOD,CH9156_USE,CH9156_WGT,NCCA_SQI_STATUS
DE00-0043,-75.223,38.864,,,DE,EPA_REG_3,East_Coast,2000,Delaware Bay,Target_Sampled,,0,NJ_DB_West,18.36739983,Period_1999_2001,Include,18.36739983,
DE00-0045,-75.134,38.8,,,DE,EPA_REG_3,East_Coast,2000,Delaware Bay,Target_Sampled,,0,NJ_DB_West,18.36739983,Period_1999_2001,Include,18.36739983,
DE01-0002,-75.072,38.474,,,DE,EPA_REG_3,East_Coast,2001,Little Assawoman Bay,Target_Sampled,,0,DE_InlandBays,0.893294334,Period_1999_2001,Include,0.890695095,
DE01-0004,-75.069,38.485,,,DE,EPA_REG_3,East_Coast,2001,Little Assawoman Bay,Target_Sampled,,0,DE_InlandBays,0.893294334,Period_1999_2001,Include,0.890695095,
DE01-0006,-75.698,38.559,,,DE,EPA_REG_3,East_Coast,2001,Nanticoke River,Target_Sampled,,0,DE_InlandBays,0.893294334,Period_1999_2001,Include,0.890695095,
DE01-0008,-75.628,38.564,,,DE,EPA_REG_3,East_Coast,2001,Nanticoke River,Target_Sampled,,0,DE_InlandBays,0.893294334,Period_1999_2001,Include,0.890695095,
DE01-0010,-75.185,38.568,,,DE,EPA_REG_3,East_Coast,2001,Pepper Creek,Target_Sampled,,0,DE_InlandBays,0.893294334,Period_1999_2001,Include,0.890695095,
DE01-0012,-75.094,38.565,,,DE,EPA_REG_3,East_Coast,2001,Indian River Bay,Target_Sampled,,0,DE_InlandBays,0.893294334,Period_1999_2001,Include,0.890695095,
DE01-0014,-75.654,38.604,,,DE,EPA_REG_3,East_Coast,2001,Nanticoke River,Target_Sampled,,0,DE_InlandBays,0.893294334,Period_1999_2001,Include,0.890695095,
DE01-0016,-75.243,38.591,,,DE,EPA_REG_3,East_Coast,2001,Indian River Bay,Target_Sampled,,0,DE_InlandBays,0.893294334,Period_1999_2001,Include,0.890695095,
DE01-0018,-75.149,38.586,,,DE,EPA_REG_3,East_Coast,2001,Indian River Bay,Target_Sampled,,0,DE_InlandBays,0.893294334,Period_1999_2001,Include,0.890695095,
DE01-0020,-75.067,38.584,,,DE,EPA_REG_3,East_Coast,2001,Indian River Bay,Target_Sampled,,0,DE_InlandBays,0.893294334,Period_1999_2001,Include,0.890695095,
DE01-0022,-75.616,38.634,,,DE,EPA_REG_3,East_Coast,2001,Nanticoke River,Target_Sampled,,0,DE_InlandBays,0.893294334,Period_1999_2001,Include,0.890695095,
DE01-0024,-75.161,38.615,,,DE,EPA_REG_3,East_Coast,2001,Indian River Bay,Target_Sampled,,0,DE_InlandBays,0.893294334,Period_1999_2001,Include,0.890695095,
DE01-0026,-75.082,38.631,,,DE,EPA_REG_3,East_Coast,2001,Rehoboth Bay,Target_Sampled,,0,DE_InlandBays,0.893294334,Period_1999_2001,Include,0.890695095,
DE01-0028,-75.177,38.664,,,DE,EPA_REG_3,East_Coast,2001,Rehoboth Bay,Target_Sampled,,0,DE_InlandBays,0.893294334,Period_1999_2001,Include,0.890695095,
DE01-0030,-75.101,38.653,,,DE,EPA_REG_3,East_Coast,2001,Rehoboth Bay,Target_Sampled,,0,DE_InlandBays,0.893294334,Period_1999_2001,Include,0.890695095,
DE01-0032,-75.174,38.71,,,DE,EPA_REG_3,East_Coast,2001,Rehoboth Bay,Target_Sampled,,0,DE_InlandBays,0.893294334,Period_1999_2001,Include,0.890695095,
DE01-0034,-75.081,38.687,,,DE,EPA_REG_3,East_Coast,2001,Rehoboth Bay,Target_Sampled,,0,DE_InlandBays,0.893294334,Period_1999_2001,Include,0.890695095,
DE01-0075,-75.096,38.698,,,DE,EPA_REG_3,East_Coast,2001,Rehoboth Bay,Target_Sampled,,0,DE_InlandBays,0.893294334,Period_1999_2001,Include,0.890695095,
DE01-0076,-75.181,38.657,,,DE,EPA_REG_3,East_Coast,2001,Rehoboth Bay,Target_Sampled,,0,DE_InlandBays,0.893294334,Period_1999_2001,Include,0.890695095,
DE01-0077,-75.166,38.636,,,DE,EPA_REG_3,East_Coast,2001,Little Assawoman Bay,Target_Sampled,,0,DE_InlandBays,0.893294334,Period_1999_2001,Include,0.890695095,
DE01-0078,-75.094,38.505,,,DE,EPA_REG_3,East_Coast,2001,Rehoboth Bay,Target_Sampled,,0,DE_InlandBays,0.893294334,Period_1999_2001,Include,0.890695095,
DE01-0046,-75.426,39.798,,,DE,EPA_REG_3,East_Coast,2001,Delaware River,Target_Sampled,,0,NJ_DB_River,17.07337982,Period_1999_2001,Include,17.07337982,
DE01-0048,-75.506,39.718,,,DE,EPA_REG_3,East_Coast,2001,Delaware River,Target_Sampled,,0,NJ_DB_River,17.07337982,Period_1999_2001,Include,17.07337982,
DE01-0050,-75.563,39.589,,,DE,EPA_REG_3,East_Coast,2001,Delaware River,Target_Sampled,,0,NJ_DB_River,17.07337982,Period_1999_2001,Include,17.07337982,
DE01-0052,-75.56,39.453,,,DE,EPA_REG_3,East_Coast,2001,Delaware River,Target_Sampled,,0,NJ_DB_River,17.07337982,Period_1999_2001,Include,17.07337982,
DE01-0054,-75.382,39.3,,,DE,EPA_REG_3,East_Coast,2001,Leipsic River,Target_Sampled,,0,NJ_DB_River,17.07337982,Period_1999_2001,Include,17.07337982,
DE01-0056,-75.283,39.167,,,DE,EPA_REG_3,East_Coast,2001,Delaware Bay,Target_Sampled,,0,NJ_DB_River,17.07337982,Period_1999_2001,Include,17.07337982,
DE01-0058,-75.322,38.953,,,DE,EPA_REG_3,East_Coast,2001,Mispillion River,Target_Sampled,,0,NJ_DB_Streams,0.890928661,Period_1999_2001,Include,0.890928661,
DE01-0060,-75.394,39.048,,,DE,EPA_REG_3,East_Coast,2001,Murderkill River,Target_Sampled,,0,NJ_DB_Streams,0.890928661,Period_1999_2001,Include,0.890928661,
DE01-0062,-75.415,39.07,,,DE,EPA_REG_3,East_Coast,2001,St. Jones River,Target_Sampled,,0,NJ_DB_Streams,0.890928661,Period_1999_2001,Include,0.890928661,
DE01-0064,-75.566,39.244,,,DE,EPA_REG_3,East_Coast,2001,Leipsic River,Target_Sampled,,0,NJ_DB_Streams,0.890928661,Period_1999_2001,Include,0.890928661,
DE01-0066,-75.499,39.345,,,DE,EPA_REG_3,East_Coast,2001,Duck Creek,Target_Sampled,,0,NJ_DB_Streams,0.890928661,Period_1999_2001,Include,0.890928661,
DE01-0068,-75.638,39.461,,,DE,EPA_REG_3,East_Coast,2001,Appoquinimink River,Target_Sampled,,0,NJ_DB_Streams,0.890928661,Period_1999_2001,Include,0.890928661,
DE01-0070,-75.673,39.544,,,DE,EPA_REG_3,East_Coast,2001,C&D Canal,Target_Sampled,,0,NJ_DB_Streams,0.890928661,Period_1999_2001,Include,0.890928661,
DE01-0072,-75.519,39.72,,,DE,EPA_REG_3,East_Coast,2001,Christina River,Target_Sampled,,0,NJ_DB_Streams,0.890928661,Period_1999_2001,Include,0.890928661,
DE01-0074,-75.557,39.736,,,DE,EPA_REG_3,East_Coast,2001,Christina River,Target_Sampled,,0,NJ_DB_Streams,0.890928661,Period_1999_2001,Include,0.890928661,
DE01-0036,-75.402,39.244,,,DE,EPA_REG_3,East_Coast,2001,Delaware Bay,Target_Sampled,,0,NJ_DB_West,18.36739983,Period_1999_2001,Include,18.36739983,
DE01-0038,-75.395,39.231,,,DE,EPA_REG_3,East_Coast,2001,Delaware Bay,Target_Sampled,,0,NJ_DB_West,18.36739983,Period_1999_2001,Include,18.36739983,
DE01-0040,-75.277,39.08,,,DE,EPA_REG_3,East_Coast,2001,Delaware Bay,Target_Sampled,,0,NJ_DB_West,18.36739983,Period_1999_2001,Include,18.36739983,
DE01-0042,-75.187,38.932,,,DE,EPA_REG_3,East_Coast,2001,Delaware Bay,Target_Sampled,,0,NJ_DB_West,18.36739983,Period_1999_2001,Include,18.36739983,
DE01-0044,-75.132,38.876,,,DE,EPA_REG_3,East_Coast,2001,Delaware Bay,Target_Sampled,,0,NJ_DB_West,18.36739983,Period_1999_2001,Include,18.36739983,
DI05-0001,-75.102,38.658,,,DE,EPA_REG_3,East_Coast,2005,Rehoboth Bay,Target_Sampled,DE_InlandBays,0.694742174,,0,Period_2005_2006,Include,0.694742174,GOOD
DI05-0002,-75.14,38.691,,,DE,EPA_REG_3,East_Coast,2005,Rehoboth Bay,Target_Sampled,DE_InlandBays,0.694742174,,0,Period_2005_2006,Include,0.694742174,GOOD
DI05-0003,-75.156,38.586,,,DE,EPA_REG_3,East_Coast,2005,Indian River Bay,Target_Sampled,DE_InlandBays,0.694742174,,0,Period_2005_2006,Include,0.694742174,GOOD
DI05-0004,-75.099,38.65,,,DE,EPA_REG_3,East_Coast,2005,Rehoboth Bay,Target_Sampled,DE_InlandBays,0.694742174,,0,Period_2005_2006,Include,0.694742174,GOOD
DI05-0005,-75.068,38.621,,,DE,EPA_REG_3,East_Coast,2005,Rehoboth Bay,Target_Sampled,DE_InlandBays,0.694742174,,0,Period_2005_2006,Include,0.694742174,GOOD
DI05-0006,-75.081,38.687,,,DE,EPA_REG_3,East_Coast,2005,Rehoboth Bay,Target_Sampled,DE_InlandBays,0.694742174,,0,Period_2005_2006,Include,0.694742174,GOOD
DI05-0007,-75.091,38.6,,,DE,EPA_REG_3,East_Coast,2005,Indian River Bay,Target_Sampled,DE_InlandBays,0.694742174,,0,Period_2005_2006,Include,0.694742174,GOOD
DI05-0008,-75.063,38.463,,,DE,EPA_REG_3,East_Coast,2005,Little Assawoman Bay,Target_Sampled,DE_InlandBays,0.694742174,,0,Period_2005_2006,Include,0.694742174,GOOD
DI05-0009,-75.094,38.658,,,DE,EPA_REG_3,East_Coast,2005,Rehoboth Bay,Target_Sampled,DE_InlandBays,0.694742174,,0,Period_2005_2006,Include,0.694742174,GOOD
DI05-0010,-75.099,38.681,,,DE,EPA_REG_3,East_Coast,2005,Rehoboth Bay,Target_Sampled,DE_InlandBays,0.694742174,,0,Period_2005_2006,Include,0.694742174,GOOD
DI05-0011,-75.183,38.588,,,DE,EPA_REG_3,East_Coast,2005,Indian River Bay,Target_Sampled,DE_InlandBays,0.694742174,,0,Period_2005_2006,Include,0.694742174,GOOD
DI05-0012,-75.115,38.667,,,DE,EPA_REG_3,East_Coast,2005,Rehoboth Bay,Target_Sampled,DE_InlandBays,0.694742174,,0,Period_2005_2006,Include,0.694742174,GOOD
DI05-0013,-75.127,38.607,,,DE,EPA_REG_3,East_Coast,2005,Indian River Bay,Target_Sampled,DE_InlandBays,0.694742174,,0,Period_2005_2006,Include,0.694742174,GOOD
DI05-0014,-75.058,38.493,,,DE,EPA_REG_3,East_Coast,2005,Little Assawoman Bay,Target_Sampled,DE_InlandBays,0.694742174,,0,Period_2005_2006,Include,0.694742174,GOOD
DI05-0015,-75.078,38.625,,,DE,EPA_REG_3,East_Coast,2005,Rehoboth Bay,Target_Sampled,DE_InlandBays,0.694742174,,0,Period_2005_2006,Include,0.694742174,GOOD
DI05-0016,-75.071,38.506,,,DE,EPA_REG_3,East_Coast,2005,Little Assawoman Bay,Target_Sampled,DE_InlandBays,0.694742174,,0,Period_2005_2006,Include,0.694742174,GOOD
DI05-0017,-75.282,38.592,,,DE,EPA_REG_3,East_Coast,2005,Indian River Bay,Target_Sampled,DE_InlandBays,0.694742174,,0,Period_2005_2006,Include,0.694742174,GOOD
DI05-0018,-75.103,38.613,,,DE,EPA_REG_3,East_Coast,2005,Indian River Bay,Target_Sampled,DE_InlandBays,0.694742174,,0,Period_2005_2006,Include,0.694742174,GOOD
DI05-0019,-75.137,38.607,,,DE,EPA_REG_3,East_Coast,2005,Indian River Bay,Target_Sampled,DE_InlandBays,0.694742174,,0,Period_2005_2006,Include,0.694742174,GOOD
DI05-0020,-75.079,38.48,,,DE,EPA_REG_3,East_Coast,2005,Little Assawoman Bay,Target_Sampled,DE_InlandBays,0.694742174,,0,Period_2005_2006,Include,0.694742174,GOOD
DI05-0021,-75.136,38.642,,,DE,EPA_REG_3,East_Coast,2005,Rehoboth Bay,Target_Sampled,DE_InlandBays,0.694742174,,0,Period_2005_2006,Include,0.694742174,GOOD
DI05-0022,-75.128,38.64,,,DE,EPA_REG_3,East_Coast,2005,Rehoboth Bay,Target_Sampled,DE_InlandBays,0.694742174,,0,Period_2005_2006,Include,0.694742174,GOOD
DI05-0023,-75.183,38.576,,,DE,EPA_REG_3,East_Coast,2005,Pepper Creek,Target_Sampled,DE_InlandBays,0.694742174,,0,Period_2005_2006,Include,0.694742174,GOOD
DI05-0024,-75.098,38.667,,,DE,EPA_REG_3,East_Coast,2005,Rehoboth Bay,Target_Sampled,DE_InlandBays,0.694742174,,0,Period_2005_2006,Include,0.694742174,GOOD
DI05-0025,-75.208,38.593,,,DE,EPA_REG_3,East_Coast,2005,Indian River Bay,Target_Sampled,DE_InlandBays,0.694742174,,0,Period_2005_2006,Include,0.694742174,GOOD
DB05-0001,-75.347,39.123,,,DE,EPA_REG_3,East_Coast,2005,Delaware Bay,Target_Sampled,NJ_DB_EastWest,21.28440528,,0,Period_2005_2006,Include,21.28440528,FAIR
DB05-0005,-75.114,38.797,,,DE,EPA_REG_3,East_Coast,2005,Delaware Bay,Target_Sampled,NJ_DB_EastWest,21.28440528,,0,Period_2005_2006,Include,21.28440528,GOOD
DB05-0007,-75.179,38.899,,,DE,EPA_REG_3,East_Coast,2005,Delaware Bay,Target_Sampled,NJ_DB_EastWest,21.28440528,,0,Period_2005_2006,Include,21.28440528,GOOD
DB05-0012,-75.248,38.931,,,DE,EPA_REG_3,East_Coast,2005,Delaware Bay,Target_Sampled,NJ_DB_EastWest,21.28440528,,0,Period_2005_2006,Include,21.28440528,GOOD
DB05-0013,-75.202,38.97,,,DE,EPA_REG_3,East_Coast,2005,Delaware Bay,Target_Sampled,NJ_DB_EastWest,21.28440528,,0,Period_2005_2006,Include,21.28440528,GOOD
DB05-0019,-75.546,39.653,,,DE,EPA_REG_3,East_Coast,2005,Delaware River,Target_Sampled,NJ_DB_River,34.14675965,,0,Period_2005_2006,Include,34.14675965,GOOD
DB05-0022,-75.468,39.374,,,DE,EPA_REG_3,East_Coast,2005,Stow Creek,Target_Sampled,NJ_DB_River,34.14675965,,0,Period_2005_2006,Include,34.14675965,GOOD
DB05-0023,-75.364,39.252,,,DE,EPA_REG_3,East_Coast,2005,Delaware Bay,Target_Sampled,NJ_DB_River,34.14675965,,0,Period_2005_2006,Include,34.14675965,GOOD
DB05-0024,-75.221,39.068,,,DE,EPA_REG_3,East_Coast,2005,Delaware Bay,Target_Sampled,NJ_DB_River,34.14675965,,0,Period_2005_2006,Include,34.14675965,GOOD
DB05-0003,-75.767,39.537,,,DE,EPA_REG_3,East_Coast,2005,C&D Canal,Target_Sampled,NJ_DB_Streams,1.67049124,,0,Period_2005_2006,Include,1.67049124,
DB05-0021,-75.691,39.542,,,DE,EPA_REG_3,East_Coast,2005,C&D Canal,Target_Sampled,NJ_DB_Streams,1.67049124,,0,Period_2005_2006,Include,1.67049124,
DI06-0026,-75.669,38.586,,,DE,EPA_REG_3,East_Coast,2006,Nanticoke River,Target_Sampled,DE_InlandBays,0.694742174,,0,Period_2005_2006,Include,0.694742174,POOR
DI06-0027,-75.079,38.608,,,DE,EPA_REG_3,East_Coast,2006,Indian River Bay,Target_Sampled,DE_InlandBays,0.694742174,,0,Period_2005_2006,Include,0.694742174,POOR
DI06-0028,-75.114,38.602,,,DE,EPA_REG_3,East_Coast,2006,Indian River Bay,Target_Sampled,DE_InlandBays,0.694742174,,0,Period_2005_2006,Include,0.694742174,GOOD
DI06-0029,-75.086,38.457,,,DE,EPA_REG_3,East_Coast,2006,Assawoman & Isle of Wight Bays,Target_Sampled,DE_InlandBays,0.694742174,,0,Period_2005_2006,Include,0.694742174,GOOD
DI06-0030,-75.151,38.607,,,DE,EPA_REG_3,East_Coast,2006,Indian River Bay,Target_Sampled,DE_InlandBays,0.694742174,,0,Period_2005_2006,Include,0.694742174,GOOD
DI06-0031,-75.107,38.693,,,DE,EPA_REG_3,East_Coast,2006,Rehoboth Bay,Target_Sampled,DE_InlandBays,0.694742174,,0,Period_2005_2006,Include,0.694742174,GOOD
DI06-0032,-75.167,38.579,,,DE,EPA_REG_3,East_Coast,2006,Indian River Bay,Target_Sampled,DE_InlandBays,0.694742174,,0,Period_2005_2006,Include,0.694742174,GOOD
DI06-0033,-75.115,38.657,,,DE,EPA_REG_3,East_Coast,2006,Rehoboth Bay,Target_Sampled,DE_InlandBays,0.694742174,,0,Period_2005_2006,Include,0.694742174,GOOD
DI06-0034,-75.261,38.585,,,DE,EPA_REG_3,East_Coast,2006,Indian River Bay,Target_Sampled,DE_InlandBays,0.694742174,,0,Period_2005_2006,Include,0.694742174,GOOD
DI06-0035,-75.079,38.69,,,DE,EPA_REG_3,East_Coast,2006,Rehoboth Bay,Target_Sampled,DE_InlandBays,0.694742174,,0,Period_2005_2006,Include,0.694742174,GOOD
DI06-0036,-75.096,38.582,,,DE,EPA_REG_3,East_Coast,2006,Indian River Bay,Target_Sampled,DE_InlandBays,0.694742174,,0,Period_2005_2006,Include,0.694742174,GOOD
DI06-0037,-75.073,38.479,,,DE,EPA_REG_3,East_Coast,2006,Little Assawoman Bay,Target_Sampled,DE_InlandBays,0.694742174,,0,Period_2005_2006,Include,0.694742174,GOOD
DI06-0038,-75.123,38.595,,,DE,EPA_REG_3,East_Coast,2006,Indian River Bay,Target_Sampled,DE_InlandBays,0.694742174,,0,Period_2005_2006,Include,0.694742174,GOOD
DI06-0039,-75.106,38.645,,,DE,EPA_REG_3,East_Coast,2006,Rehoboth Bay,Target_Sampled,DE_InlandBays,0.694742174,,0,Period_2005_2006,Include,0.694742174,GOOD
DI06-0040,-75.173,38.656,,,DE,EPA_REG_3,East_Coast,2006,Rehoboth Bay,Target_Sampled,DE_InlandBays,0.694742174,,0,Period_2005_2006,Include,0.694742174,GOOD
DI06-0041,-75.092,38.674,,,DE,EPA_REG_3,East_Coast,2006,Rehoboth Bay,Target_Sampled,DE_InlandBays,0.694742174,,0,Period_2005_2006,Include,0.694742174,GOOD
DI06-0042,-75.091,38.65,,,DE,EPA_REG_3,East_Coast,2006,Rehoboth Bay,Target_Sampled,DE_InlandBays,0.694742174,,0,Period_2005_2006,Include,0.694742174,GOOD
DI06-0043,-75.132,38.684,,,DE,EPA_REG_3,East_Coast,2006,Rehoboth Bay,Target_Sampled,DE_InlandBays,0.694742174,,0,Period_2005_2006,Include,0.694742174,GOOD
DI06-0044,-75.168,38.601,,,DE,EPA_REG_3,East_Coast,2006,Indian River Bay,Target_Sampled,DE_InlandBays,0.694742174,,0,Period_2005_2006,Include,0.694742174,GOOD
DI06-0045,-75.124,38.67,,,DE,EPA_REG_3,East_Coast,2006,Rehoboth Bay,Target_Sampled,DE_InlandBays,0.694742174,,0,Period_2005_2006,Include,0.694742174,GOOD
DI06-0046,-75.084,38.634,,,DE,EPA_REG_3,East_Coast,2006,Rehoboth Bay,Target_Sampled,DE_InlandBays,0.694742174,,0,Period_2005_2006,Include,0.694742174,GOOD
DI06-0047,-75.081,38.675,,,DE,EPA_REG_3,East_Coast,2006,Rehoboth Bay,Target_Sampled,DE_InlandBays,0.694742174,,0,Period_2005_2006,Include,0.694742174,GOOD
DI06-0048,-75.114,38.596,,,DE,EPA_REG_3,East_Coast,2006,Indian River Bay,Target_Sampled,DE_InlandBays,0.694742174,,0,Period_2005_2006,Include,0.694742174,GOOD
DI06-0049,-75.095,38.568,,,DE,EPA_REG_3,East_Coast,2006,Indian River Bay,Target_Sampled,DE_InlandBays,0.694742174,,0,Period_2005_2006,Include,0.694742174,GOOD
DI06-0050,-75.085,38.59,,,DE,EPA_REG_3,East_Coast,2006,Indian River Bay,Target_Sampled,DE_InlandBays,0.694742174,,0,Period_2005_2006,Include,0.694742174,GOOD
DB06-0033,-75.327,39.053,,,DE,EPA_REG_3,East_Coast,2006,Delaware Bay,Target_Sampled,NJ_DB_EastWest,21.28440528,,0,Period_2005_2006,Include,21.28440528,GOOD
DB06-0041,-75.255,39.033,,,DE,EPA_REG_3,East_Coast,2006,Delaware Bay,Target_Sampled,NJ_DB_EastWest,21.28440528,,0,Period_2005_2006,Include,21.28440528,POOR
DB06-0046,-75.097,38.814,,,DE,EPA_REG_3,East_Coast,2006,Delaware Bay,Target_Sampled,NJ_DB_EastWest,21.28440528,,0,Period_2005_2006,Include,21.28440528,GOOD
DB06-0048,-75.205,38.86,,,DE,EPA_REG_3,East_Coast,2006,Delaware Bay,Target_Sampled,NJ_DB_EastWest,21.28440528,,0,Period_2005_2006,Include,21.28440528,GOOD
DB06-0050,-75.392,39.158,,,DE,EPA_REG_3,East_Coast,2006,Delaware Bay,Target_Sampled,NJ_DB_EastWest,21.28440528,,0,Period_2005_2006,Include,21.28440528,GOOD
DB06-0034,-75.545,39.574,,,DE,EPA_REG_3,East_Coast,2006,Delaware River,Target_Sampled,NJ_DB_River,34.14675965,,0,Period_2005_2006,Include,34.14675965,FAIR
DB06-0026,-75.615,39.704,,,DE,EPA_REG_3,East_Coast,2006,Christina River,Target_Sampled,NJ_DB_Streams,1.67049124,,0,Period_2005_2006,Include,1.67049124,POOR
DB06-0038,-75.6,39.408,,,DE,EPA_REG_3,East_Coast,2006,Blackbird Creek,Target_Sampled,NJ_DB_Streams,1.67049124,,0,Period_2005_2006,Include,1.67049124,FAIR
DB06-0043,-75.533,39.501,,,DE,EPA_REG_3,East_Coast,2006,Alloway Creek,Target_Sampled,NJ_DB_Streams,1.67049124,,0,Period_2005_2006,Include,1.67049124,POOR
FL00-0005,-81.539,30.425,,,FL,EPA_REG_4,East_Coast,2000,Saint Johns North Delta,Target_Sampled,,0,FL_East_Coast,57.4963123,Period_1999_2001,Include,57.4963123,
FL00-0006,-81.6515,30.2465,,,FL,EPA_REG_4,East_Coast,2000,Saint Johns River,Target_Sampled,,0,FL_East_Coast,57.4963123,Period_1999_2001,Include,57.4963123,
FL00-0008,-81.6773,30.209,,,FL,EPA_REG_4,East_Coast,2000,Saint Johns River,Target_Sampled,,0,FL_East_Coast,57.4963123,Period_1999_2001,Include,57.4963123,
FL00-0012,-80.7195,28.7388,,,FL,EPA_REG_4,East_Coast,2000,Mosquito Lagoon,Target_Sampled,,0,FL_East_Coast,57.4963123,Period_1999_2001,Include,57.4963123,
FL00-0013,-80.6392,28.4258,,,FL,EPA_REG_4,East_Coast,2000,Banana River,Target_Sampled,,0,FL_East_Coast,57.4963123,Period_1999_2001,Include,57.4963123,
FL00-0015,-80.4615,27.8573,,,FL,EPA_REG_4,East_Coast,2000,Indian River Lagoon,Target_Sampled,,0,FL_East_Coast,57.4963123,Period_1999_2001,Include,57.4963123,
FL00-0021,-80.2431,25.4859,,,FL,EPA_REG_4,East_Coast,2000,Biscayne Bay,Target_Sampled,,0,FL_East_Coast,57.4963123,Period_1999_2001,Include,57.4963123,
FL00-0001,-87.1577,30.5793,,,FL,EPA_REG_4,Gulf_Coast,2000,Escambia Bay,Target_Sampled,,0,FL_Gulf_Coast,74.63892741,Period_1999_2001,Include,74.63892741,
FL00-0002,-87.203,30.3728,,,FL,EPA_REG_4,Gulf_Coast,2000,Pensacola Bay,Target_Sampled,,0,FL_Gulf_Coast,74.63892741,Period_1999_2001,Include,74.63892741,
FL00-0003,-86.5413,30.4015,,,FL,EPA_REG_4,Gulf_Coast,2000,Choctawhatchee Bay,Target_Sampled,,0,FL_Gulf_Coast,74.63892741,Period_1999_2001,Include,74.63892741,
FL00-0004,-85.9178,30.413,,,FL,EPA_REG_4,Gulf_Coast,2000,Choctawatchee River System,Target_Sampled,,0,FL_Gulf_Coast,74.63892741,Period_1999_2001,Include,74.63892741,
FL00-0007,-85.7022,30.1215,,,FL,EPA_REG_4,Gulf_Coast,2000,St. Andrew Bay,Target_Sampled,,0,FL_Gulf_Coast,74.63892741,Period_1999_2001,Include,74.63892741,
FL00-0009,-85.5262,30.088,,,FL,EPA_REG_4,Gulf_Coast,2000,East Bay (St. Andrew),Target_Sampled,,0,FL_Gulf_Coast,74.63892741,Period_1999_2001,Include,74.63892741,
FL00-0010,-84.7068,29.7822,,,FL,EPA_REG_4,Gulf_Coast,2000,St. George Sound,Target_Sampled,,0,FL_Gulf_Coast,74.63892741,Period_1999_2001,Include,74.63892741,
FL00-0011,-83.0578,29.156,,,FL,EPA_REG_4,Gulf_Coast,2000,Cedar Keys,Target_Sampled,,0,FL_Gulf_Coast,74.63892741,Period_1999_2001,Include,74.63892741,
FL00-0014,-82.6013,27.9198,,,FL,EPA_REG_4,Gulf_Coast,2000,Old Tampa Bay,Target_Sampled,,0,FL_Gulf_Coast,74.63892741,Period_1999_2001,Include,74.63892741,
FL00-0016,-82.4072,27.8683,,,FL,EPA_REG_4,Gulf_Coast,2000,Hillsborough Bay,Target_Sampled,,0,FL_Gulf_Coast,74.63892741,Period_1999_2001,Include,74.63892741,
FL00-0017,-82.7347,27.7515,,,FL,EPA_REG_4,Gulf_Coast,2000,Boca Ciega Bay,Target_Sampled,,0,FL_Gulf_Coast,74.63892741,Period_1999_2001,Include,74.63892741,
FL00-0018,-82.7052,27.59,,,FL,EPA_REG_4,Gulf_Coast,2000,Tampa Bay,Target_Sampled,,0,FL_Gulf_Coast,74.63892741,Period_1999_2001,Include,74.63892741,
FL00-0019,-82.695,27.4708,,,FL,EPA_REG_4,Gulf_Coast,2000,Anna Maria Sound,Target_Sampled,,0,FL_Gulf_Coast,74.63892741,Period_1999_2001,Include,74.63892741,
FL00-0020,-82.0885,26.758,,,FL,EPA_REG_4,Gulf_Coast,2000,Charlotte Harbor,Target_Sampled,,0,FL_Gulf_Coast,74.63892741,Period_1999_2001,Include,74.63892741,
FL00-0022,-80.5,25.171,,,FL,EPA_REG_4,Gulf_Coast,2000,Florida Bay,Target_Sampled,,0,FL_Gulf_Coast,74.63892741,Period_1999_2001,Include,74.63892741,
FL00-0023,-80.9069,24.9732,,,FL,EPA_REG_4,Gulf_Coast,2000,Florida Bay,Target_Sampled,,0,FL_Gulf_Coast,74.63892741,Period_1999_2001,Include,74.63892741,
FL00-0024,-80.5767,25.1293,,,FL,EPA_REG_4,Gulf_Coast,2000,Florida Bay,Target_Sampled,,0,FL_Gulf_Coast,74.63892741,Period_1999_2001,Include,74.63892741,
FL00-0025,-81.0583,25.0076,,,FL,EPA_REG_4,Gulf_Coast,2000,Florida Bay,Target_Sampled,,0,FL_Gulf_Coast,74.63892741,Period_1999_2001,Include,74.63892741,
FL00-0026,-80.7382,24.9005,,,FL,EPA_REG_4,Gulf_Coast,2000,Florida Bay,Target_Sampled,,0,FL_Gulf_Coast,74.63892741,Period_1999_2001,Include,74.63892741,
FL00-0027,-81.1385,24.8797,,,FL,EPA_REG_4,Gulf_Coast,2000,Florida Bay,Target_Sampled,,0,FL_Gulf_Coast,74.63892741,Period_1999_2001,Include,74.63892741,
FL00-0028,-80.8872,24.9122,,,FL,EPA_REG_4,Gulf_Coast,2000,Florida Bay,Target_Sampled,,0,FL_Gulf_Coast,74.63892741,Period_1999_2001,Include,74.63892741,
FL00-0029,-81.4042,24.8265,,,FL,EPA_REG_4,Gulf_Coast,2000,Florida Bay,Target_Sampled,,0,FL_Gulf_Coast,74.63892741,Period_1999_2001,Include,74.63892741,
FL00-0030,-81.4717,24.6767,,,FL,EPA_REG_4,Gulf_Coast,2000,Kemp Channel,Target_Sampled,,0,FL_Gulf_Coast,74.63892741,Period_1999_2001,Include,74.63892741,
