"","stockid","stocklong","year","value","metric","scientificname","commonname","areaname"
"373","SAILWATL","Sailfish Western Atlantic",1966,1.87,"B/Bmsy","Istiophorus albicans","Sailfish","Western Atlantic"
"374","SAILWATL","Sailfish Western Atlantic",1967,1.85,"B/Bmsy","Istiophorus albicans","Sailfish","Western Atlantic"
"375","SAILWATL","Sailfish Western Atlantic",1968,1.82,"B/Bmsy","Istiophorus albicans","Sailfish","Western Atlantic"
"376","SAILWATL","Sailfish Western Atlantic",1969,1.79,"B/Bmsy","Istiophorus albicans","Sailfish","Western Atlantic"
"377","SAILWATL","Sailfish Western Atlantic",1970,1.77,"B/Bmsy","Istiophorus albicans","Sailfish","Western Atlantic"
"378","SAILWATL","Sailfish Western Atlantic",1971,1.72,"B/Bmsy","Istiophorus albicans","Sailfish","Western Atlantic"
"379","SAILWATL","Sailfish Western Atlantic",1972,1.67,"B/Bmsy","Istiophorus albicans","Sailfish","Western Atlantic"
"380","SAILWATL","Sailfish Western Atlantic",1973,1.65,"B/Bmsy","Istiophorus albicans","Sailfish","Western Atlantic"
"381","SAILWATL","Sailfish Western Atlantic",1974,1.64,"B/Bmsy","Istiophorus albicans","Sailfish","Western Atlantic"
"382","SAILWATL","Sailfish Western Atlantic",1975,1.62,"B/Bmsy","Istiophorus albicans","Sailfish","Western Atlantic"
"383","SAILWATL","Sailfish Western Atlantic",1976,1.6,"B/Bmsy","Istiophorus albicans","Sailfish","Western Atlantic"
"384","SAILWATL","Sailfish Western Atlantic",1977,1.58,"B/Bmsy","Istiophorus albicans","Sailfish","Western Atlantic"
"385","SAILWATL","Sailfish Western Atlantic",1978,1.56,"B/Bmsy","Istiophorus albicans","Sailfish","Western Atlantic"
"386","SAILWATL","Sailfish Western Atlantic",1979,1.54,"B/Bmsy","Istiophorus albicans","Sailfish","Western Atlantic"
"387","SAILWATL","Sailfish Western Atlantic",1980,1.53,"B/Bmsy","Istiophorus albicans","Sailfish","Western Atlantic"
"388","SAILWATL","Sailfish Western Atlantic",1981,1.51,"B/Bmsy","Istiophorus albicans","Sailfish","Western Atlantic"
"389","SAILWATL","Sailfish Western Atlantic",1982,1.49,"B/Bmsy","Istiophorus albicans","Sailfish","Western Atlantic"
"390","SAILWATL","Sailfish Western Atlantic",1983,1.46,"B/Bmsy","Istiophorus albicans","Sailfish","Western Atlantic"
"391","SAILWATL","Sailfish Western Atlantic",1984,1.43,"B/Bmsy","Istiophorus albicans","Sailfish","Western Atlantic"
"392","SAILWATL","Sailfish Western Atlantic",1985,1.4,"B/Bmsy","Istiophorus albicans","Sailfish","Western Atlantic"
"393","SAILWATL","Sailfish Western Atlantic",1986,1.39,"B/Bmsy","Istiophorus albicans","Sailfish","Western Atlantic"
"394","SAILWATL","Sailfish Western Atlantic",1987,1.36,"B/Bmsy","Istiophorus albicans","Sailfish","Western Atlantic"
"395","SAILWATL","Sailfish Western Atlantic",1988,1.34,"B/Bmsy","Istiophorus albicans","Sailfish","Western Atlantic"
"396","SAILWATL","Sailfish Western Atlantic",1989,1.32,"B/Bmsy","Istiophorus albicans","Sailfish","Western Atlantic"
"397","SAILWATL","Sailfish Western Atlantic",1990,1.29,"B/Bmsy","Istiophorus albicans","Sailfish","Western Atlantic"
"398","SAILWATL","Sailfish Western Atlantic",1991,1.27,"B/Bmsy","Istiophorus albicans","Sailfish","Western Atlantic"
"399","SAILWATL","Sailfish Western Atlantic",1992,1.25,"B/Bmsy","Istiophorus albicans","Sailfish","Western Atlantic"
"400","SAILWATL","Sailfish Western Atlantic",1993,1.23,"B/Bmsy","Istiophorus albicans","Sailfish","Western Atlantic"
"401","SAILWATL","Sailfish Western Atlantic",1994,1.21,"B/Bmsy","Istiophorus albicans","Sailfish","Western Atlantic"
"402","SAILWATL","Sailfish Western Atlantic",1995,1.19,"B/Bmsy","Istiophorus albicans","Sailfish","Western Atlantic"
"403","SAILWATL","Sailfish Western Atlantic",1996,1.16,"B/Bmsy","Istiophorus albicans","Sailfish","Western Atlantic"
"404","SAILWATL","Sailfish Western Atlantic",1997,1.12,"B/Bmsy","Istiophorus albicans","Sailfish","Western Atlantic"
"405","SAILWATL","Sailfish Western Atlantic",1998,1.08,"B/Bmsy","Istiophorus albicans","Sailfish","Western Atlantic"
"406","SAILWATL","Sailfish Western Atlantic",1999,1.03,"B/Bmsy","Istiophorus albicans","Sailfish","Western Atlantic"
"407","SAILWATL","Sailfish Western Atlantic",2000,0.99,"B/Bmsy","Istiophorus albicans","Sailfish","Western Atlantic"
"408","SAILWATL","Sailfish Western Atlantic",2001,0.94,"B/Bmsy","Istiophorus albicans","Sailfish","Western Atlantic"
"409","SAILWATL","Sailfish Western Atlantic",2002,0.9,"B/Bmsy","Istiophorus albicans","Sailfish","Western Atlantic"
"410","SAILWATL","Sailfish Western Atlantic",2003,0.84,"B/Bmsy","Istiophorus albicans","Sailfish","Western Atlantic"
"411","SAILWATL","Sailfish Western Atlantic",2004,0.71,"B/Bmsy","Istiophorus albicans","Sailfish","Western Atlantic"
"412","SAILWATL","Sailfish Western Atlantic",2005,0.65,"B/Bmsy","Istiophorus albicans","Sailfish","Western Atlantic"
"413","SAILWATL","Sailfish Western Atlantic",2006,0.59,"B/Bmsy","Istiophorus albicans","Sailfish","Western Atlantic"
"414","SAILWATL","Sailfish Western Atlantic",2007,0.54,"B/Bmsy","Istiophorus albicans","Sailfish","Western Atlantic"
"415","SAILWATL","Sailfish Western Atlantic",2008,0.28,"B/Bmsy","Istiophorus albicans","Sailfish","Western Atlantic"
"416","SKJWATL","Skipjack tuna Western Atlantic",1950,2,"B/Bmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"417","SKJWATL","Skipjack tuna Western Atlantic",1951,2,"B/Bmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"418","SKJWATL","Skipjack tuna Western Atlantic",1952,2,"B/Bmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"419","SKJWATL","Skipjack tuna Western Atlantic",1953,1.98,"B/Bmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"420","SKJWATL","Skipjack tuna Western Atlantic",1954,1.98,"B/Bmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"421","SKJWATL","Skipjack tuna Western Atlantic",1955,1.98,"B/Bmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"422","SKJWATL","Skipjack tuna Western Atlantic",1956,1.98,"B/Bmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"423","SKJWATL","Skipjack tuna Western Atlantic",1957,1.98,"B/Bmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"424","SKJWATL","Skipjack tuna Western Atlantic",1958,1.97,"B/Bmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"425","SKJWATL","Skipjack tuna Western Atlantic",1959,1.97,"B/Bmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"426","SKJWATL","Skipjack tuna Western Atlantic",1960,1.97,"B/Bmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"427","SKJWATL","Skipjack tuna Western Atlantic",1961,1.95,"B/Bmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"428","SKJWATL","Skipjack tuna Western Atlantic",1962,1.95,"B/Bmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"429","SKJWATL","Skipjack tuna Western Atlantic",1963,1.97,"B/Bmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"430","SKJWATL","Skipjack tuna Western Atlantic",1964,1.94,"B/Bmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"431","SKJWATL","Skipjack tuna Western Atlantic",1965,1.92,"B/Bmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"432","SKJWATL","Skipjack tuna Western Atlantic",1966,1.97,"B/Bmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"433","SKJWATL","Skipjack tuna Western Atlantic",1967,1.97,"B/Bmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"434","SKJWATL","Skipjack tuna Western Atlantic",1968,1.96,"B/Bmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"435","SKJWATL","Skipjack tuna Western Atlantic",1969,1.96,"B/Bmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"436","SKJWATL","Skipjack tuna Western Atlantic",1970,1.97,"B/Bmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"437","SKJWATL","Skipjack tuna Western Atlantic",1971,1.96,"B/Bmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"438","SKJWATL","Skipjack tuna Western Atlantic",1972,1.97,"B/Bmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"439","SKJWATL","Skipjack tuna Western Atlantic",1973,1.95,"B/Bmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"440","SKJWATL","Skipjack tuna Western Atlantic",1974,1.95,"B/Bmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"441","SKJWATL","Skipjack tuna Western Atlantic",1975,1.94,"B/Bmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"442","SKJWATL","Skipjack tuna Western Atlantic",1976,1.94,"B/Bmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"443","SKJWATL","Skipjack tuna Western Atlantic",1977,1.94,"B/Bmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"444","SKJWATL","Skipjack tuna Western Atlantic",1978,1.95,"B/Bmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"445","SKJWATL","Skipjack tuna Western Atlantic",1979,1.89,"B/Bmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"446","SKJWATL","Skipjack tuna Western Atlantic",1980,1.89,"B/Bmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"447","SKJWATL","Skipjack tuna Western Atlantic",1981,1.8,"B/Bmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"448","SKJWATL","Skipjack tuna Western Atlantic",1982,1.6,"B/Bmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"449","SKJWATL","Skipjack tuna Western Atlantic",1983,1.35,"B/Bmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"450","SKJWATL","Skipjack tuna Western Atlantic",1984,1.25,"B/Bmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"451","SKJWATL","Skipjack tuna Western Atlantic",1985,1.09,"B/Bmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"452","SKJWATL","Skipjack tuna Western Atlantic",1986,0.768,"B/Bmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"453","SKJWATL","Skipjack tuna Western Atlantic",1987,0.652,"B/Bmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"454","SKJWATL","Skipjack tuna Western Atlantic",1988,0.838,"B/Bmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"455","SKJWATL","Skipjack tuna Western Atlantic",1989,1.1,"B/Bmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"456","SKJWATL","Skipjack tuna Western Atlantic",1990,1.24,"B/Bmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"457","SKJWATL","Skipjack tuna Western Atlantic",1991,1.33,"B/Bmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"458","SKJWATL","Skipjack tuna Western Atlantic",1992,1.2,"B/Bmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"459","SKJWATL","Skipjack tuna Western Atlantic",1993,1.21,"B/Bmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"460","SKJWATL","Skipjack tuna Western Atlantic",1994,1.13,"B/Bmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"461","SKJWATL","Skipjack tuna Western Atlantic",1995,1.16,"B/Bmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"462","SKJWATL","Skipjack tuna Western Atlantic",1996,1.39,"B/Bmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"463","SKJWATL","Skipjack tuna Western Atlantic",1997,1.37,"B/Bmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"464","SKJWATL","Skipjack tuna Western Atlantic",1998,1.27,"B/Bmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"465","SKJWATL","Skipjack tuna Western Atlantic",1999,1.27,"B/Bmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"466","SKJWATL","Skipjack tuna Western Atlantic",2000,1.32,"B/Bmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"467","SKJWATL","Skipjack tuna Western Atlantic",2001,1.3,"B/Bmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"468","SKJWATL","Skipjack tuna Western Atlantic",2002,1.23,"B/Bmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"469","SKJWATL","Skipjack tuna Western Atlantic",2003,1.44,"B/Bmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"470","SKJWATL","Skipjack tuna Western Atlantic",2004,1.45,"B/Bmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"471","SKJWATL","Skipjack tuna Western Atlantic",2005,1.4,"B/Bmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"472","SKJWATL","Skipjack tuna Western Atlantic",2006,1.36,"B/Bmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"473","SKJWATL","Skipjack tuna Western Atlantic",2007,1.38,"B/Bmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"474","SKJWATL","Skipjack tuna Western Atlantic",2008,1.42,"B/Bmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"475","SKJWATL","Skipjack tuna Western Atlantic",2009,1.51,"B/Bmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"476","SKJWATL","Skipjack tuna Western Atlantic",2010,1.46,"B/Bmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"477","SKJWATL","Skipjack tuna Western Atlantic",2011,1.5,"B/Bmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"478","SKJWATL","Skipjack tuna Western Atlantic",2012,1.31,"B/Bmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"479","SKJWATL","Skipjack tuna Western Atlantic",2013,1.2,"B/Bmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"480","SKJWATL","Skipjack tuna Western Atlantic",2014,1.29,"B/Bmsy","Katsuwonus pelamis","Skipjack tuna","Western Atlantic"
"481","STRIPEDBASSGOMCHATT","Striped bass Gulf of Maine / Cape Hatteras",1982,0.068527217,"B/Bmsy","Morone saxatilis","Striped bass","Gulf of Maine / Cape Hatteras"
"482","STRIPEDBASSGOMCHATT","Striped bass Gulf of Maine / Cape Hatteras",1983,0.056369163,"B/Bmsy","Morone saxatilis","Striped bass","Gulf of Maine / Cape Hatteras"
"483","STRIPEDBASSGOMCHATT","Striped bass Gulf of Maine / Cape Hatteras",1984,0.063415308,"B/Bmsy","Morone saxatilis","Striped bass","Gulf of Maine / Cape Hatteras"
"484","STRIPEDBASSGOMCHATT","Striped bass Gulf of Maine / Cape Hatteras",1985,0.076540481,"B/Bmsy","Morone saxatilis","Striped bass","Gulf of Maine / Cape Hatteras"
"485","STRIPEDBASSGOMCHATT","Striped bass Gulf of Maine / Cape Hatteras",1986,0.080132633,"B/Bmsy","Morone saxatilis","Striped bass","Gulf of Maine / Cape Hatteras"
"486","STRIPEDBASSGOMCHATT","Striped bass Gulf of Maine / Cape Hatteras",1987,0.097264438,"B/Bmsy","Morone saxatilis","Striped bass","Gulf of Maine / Cape Hatteras"
"487","STRIPEDBASSGOMCHATT","Striped bass Gulf of Maine / Cape Hatteras",1988,0.142304504,"B/Bmsy","Morone saxatilis","Striped bass","Gulf of Maine / Cape Hatteras"
"488","STRIPEDBASSGOMCHATT","Striped bass Gulf of Maine / Cape Hatteras",1989,0.236253109,"B/Bmsy","Morone saxatilis","Striped bass","Gulf of Maine / Cape Hatteras"
"489","STRIPEDBASSGOMCHATT","Striped bass Gulf of Maine / Cape Hatteras",1990,0.298424979,"B/Bmsy","Morone saxatilis","Striped bass","Gulf of Maine / Cape Hatteras"
"490","STRIPEDBASSGOMCHATT","Striped bass Gulf of Maine / Cape Hatteras",1991,0.363360044,"B/Bmsy","Morone saxatilis","Striped bass","Gulf of Maine / Cape Hatteras"
"491","STRIPEDBASSGOMCHATT","Striped bass Gulf of Maine / Cape Hatteras",1992,0.454545455,"B/Bmsy","Morone saxatilis","Striped bass","Gulf of Maine / Cape Hatteras"
"492","STRIPEDBASSGOMCHATT","Striped bass Gulf of Maine / Cape Hatteras",1993,0.552638851,"B/Bmsy","Morone saxatilis","Striped bass","Gulf of Maine / Cape Hatteras"
"493","STRIPEDBASSGOMCHATT","Striped bass Gulf of Maine / Cape Hatteras",1994,0.639679469,"B/Bmsy","Morone saxatilis","Striped bass","Gulf of Maine / Cape Hatteras"
"494","STRIPEDBASSGOMCHATT","Striped bass Gulf of Maine / Cape Hatteras",1995,0.801326333,"B/Bmsy","Morone saxatilis","Striped bass","Gulf of Maine / Cape Hatteras"
"495","STRIPEDBASSGOMCHATT","Striped bass Gulf of Maine / Cape Hatteras",1996,0.917380492,"B/Bmsy","Morone saxatilis","Striped bass","Gulf of Maine / Cape Hatteras"
"496","STRIPEDBASSGOMCHATT","Striped bass Gulf of Maine / Cape Hatteras",1997,0.94224924,"B/Bmsy","Morone saxatilis","Striped bass","Gulf of Maine / Cape Hatteras"
"497","STRIPEDBASSGOMCHATT","Striped bass Gulf of Maine / Cape Hatteras",1998,0.827576679,"B/Bmsy","Morone saxatilis","Striped bass","Gulf of Maine / Cape Hatteras"
"498","STRIPEDBASSGOMCHATT","Striped bass Gulf of Maine / Cape Hatteras",1999,0.838629456,"B/Bmsy","Morone saxatilis","Striped bass","Gulf of Maine / Cape Hatteras"
"499","STRIPEDBASSGOMCHATT","Striped bass Gulf of Maine / Cape Hatteras",2000,0.985078751,"B/Bmsy","Morone saxatilis","Striped bass","Gulf of Maine / Cape Hatteras"
"500","STRIPEDBASSGOMCHATT","Striped bass Gulf of Maine / Cape Hatteras",2001,0.986460348,"B/Bmsy","Morone saxatilis","Striped bass","Gulf of Maine / Cape Hatteras"
"501","STRIPEDBASSGOMCHATT","Striped bass Gulf of Maine / Cape Hatteras",2002,1.092843327,"B/Bmsy","Morone saxatilis","Striped bass","Gulf of Maine / Cape Hatteras"
"502","STRIPEDBASSGOMCHATT","Striped bass Gulf of Maine / Cape Hatteras",2003,1.124620061,"B/Bmsy","Morone saxatilis","Striped bass","Gulf of Maine / Cape Hatteras"
"503","STRIPEDBASSGOMCHATT","Striped bass Gulf of Maine / Cape Hatteras",2004,1.095606521,"B/Bmsy","Morone saxatilis","Striped bass","Gulf of Maine / Cape Hatteras"
"504","STRIPEDBASSGOMCHATT","Striped bass Gulf of Maine / Cape Hatteras",2005,1.10113291,"B/Bmsy","Morone saxatilis","Striped bass","Gulf of Maine / Cape Hatteras"
"505","STRIPEDBASSGOMCHATT","Striped bass Gulf of Maine / Cape Hatteras",2006,1.025145068,"B/Bmsy","Morone saxatilis","Striped bass","Gulf of Maine / Cape Hatteras"
"506","STRIPEDBASSGOMCHATT","Striped bass Gulf of Maine / Cape Hatteras",2007,0.993368334,"B/Bmsy","Morone saxatilis","Striped bass","Gulf of Maine / Cape Hatteras"
"507","STRIPEDBASSGOMCHATT","Striped bass Gulf of Maine / Cape Hatteras",2008,0.965736391,"B/Bmsy","Morone saxatilis","Striped bass","Gulf of Maine / Cape Hatteras"
"508","STRIPEDBASSGOMCHATT","Striped bass Gulf of Maine / Cape Hatteras",2009,0.938104449,"B/Bmsy","Morone saxatilis","Striped bass","Gulf of Maine / Cape Hatteras"
"509","STRIPEDBASSGOMCHATT","Striped bass Gulf of Maine / Cape Hatteras",2010,0.910472506,"B/Bmsy","Morone saxatilis","Striped bass","Gulf of Maine / Cape Hatteras"
"510","STRIPEDBASSGOMCHATT","Striped bass Gulf of Maine / Cape Hatteras",2011,0.906327715,"B/Bmsy","Morone saxatilis","Striped bass","Gulf of Maine / Cape Hatteras"
"511","STRIPEDBASSGOMCHATT","Striped bass Gulf of Maine / Cape Hatteras",2012,0.849682233,"B/Bmsy","Morone saxatilis","Striped bass","Gulf of Maine / Cape Hatteras"
"512","SWORDNATL","Swordfish North Atlantic",1950,1.7,"B/Bmsy","Xiphias gladius","Swordfish","Northern Atlantic"
"513","SWORDNATL","Swordfish North Atlantic",1951,1.74,"B/Bmsy","Xiphias gladius","Swordfish","Northern Atlantic"
"514","SWORDNATL","Swordfish North Atlantic",1952,1.79,"B/Bmsy","Xiphias gladius","Swordfish","Northern Atlantic"
"515","SWORDNATL","Swordfish North Atlantic",1953,1.82,"B/Bmsy","Xiphias gladius","Swordfish","Northern Atlantic"
"516","SWORDNATL","Swordfish North Atlantic",1954,1.83,"B/Bmsy","Xiphias gladius","Swordfish","Northern Atlantic"
"517","SWORDNATL","Swordfish North Atlantic",1955,1.85,"B/Bmsy","Xiphias gladius","Swordfish","Northern Atlantic"
"518","SWORDNATL","Swordfish North Atlantic",1956,1.85,"B/Bmsy","Xiphias gladius","Swordfish","Northern Atlantic"
"519","SWORDNATL","Swordfish North Atlantic",1957,1.86,"B/Bmsy","Xiphias gladius","Swordfish","Northern Atlantic"
"520","SWORDNATL","Swordfish North Atlantic",1958,1.85,"B/Bmsy","Xiphias gladius","Swordfish","Northern Atlantic"
"521","SWORDNATL","Swordfish North Atlantic",1959,1.83,"B/Bmsy","Xiphias gladius","Swordfish","Northern Atlantic"
"522","SWORDNATL","Swordfish North Atlantic",1960,1.81,"B/Bmsy","Xiphias gladius","Swordfish","Northern Atlantic"
"523","SWORDNATL","Swordfish North Atlantic",1961,1.82,"B/Bmsy","Xiphias gladius","Swordfish","Northern Atlantic"
"524","SWORDNATL","Swordfish North Atlantic",1962,1.82,"B/Bmsy","Xiphias gladius","Swordfish","Northern Atlantic"
"525","SWORDNATL","Swordfish North Atlantic",1963,1.81,"B/Bmsy","Xiphias gladius","Swordfish","Northern Atlantic"
"526","SWORDNATL","Swordfish North Atlantic",1964,1.74,"B/Bmsy","Xiphias gladius","Swordfish","Northern Atlantic"
"527","SWORDNATL","Swordfish North Atlantic",1965,1.67,"B/Bmsy","Xiphias gladius","Swordfish","Northern Atlantic"
"528","SWORDNATL","Swordfish North Atlantic",1966,1.66,"B/Bmsy","Xiphias gladius","Swordfish","Northern Atlantic"
"529","SWORDNATL","Swordfish North Atlantic",1967,1.64,"B/Bmsy","Xiphias gladius","Swordfish","Northern Atlantic"
"530","SWORDNATL","Swordfish North Atlantic",1968,1.62,"B/Bmsy","Xiphias gladius","Swordfish","Northern Atlantic"
"531","SWORDNATL","Swordfish North Atlantic",1969,1.61,"B/Bmsy","Xiphias gladius","Swordfish","Northern Atlantic"
"532","SWORDNATL","Swordfish North Atlantic",1970,1.6,"B/Bmsy","Xiphias gladius","Swordfish","Northern Atlantic"
"533","SWORDNATL","Swordfish North Atlantic",1971,1.59,"B/Bmsy","Xiphias gladius","Swordfish","Northern Atlantic"
"534","SWORDNATL","Swordfish North Atlantic",1972,1.64,"B/Bmsy","Xiphias gladius","Swordfish","Northern Atlantic"
"535","SWORDNATL","Swordfish North Atlantic",1973,1.69,"B/Bmsy","Xiphias gladius","Swordfish","Northern Atlantic"
"536","SWORDNATL","Swordfish North Atlantic",1974,1.7,"B/Bmsy","Xiphias gladius","Swordfish","Northern Atlantic"
"537","SWORDNATL","Swordfish North Atlantic",1975,1.71,"B/Bmsy","Xiphias gladius","Swordfish","Northern Atlantic"
"538","SWORDNATL","Swordfish North Atlantic",1976,1.68,"B/Bmsy","Xiphias gladius","Swordfish","Northern Atlantic"
"539","SWORDNATL","Swordfish North Atlantic",1977,1.69,"B/Bmsy","Xiphias gladius","Swordfish","Northern Atlantic"
"540","SWORDNATL","Swordfish North Atlantic",1978,1.7,"B/Bmsy","Xiphias gladius","Swordfish","Northern Atlantic"
"541","SWORDNATL","Swordfish North Atlantic",1979,1.64,"B/Bmsy","Xiphias gladius","Swordfish","Northern Atlantic"
"542","SWORDNATL","Swordfish North Atlantic",1980,1.58,"B/Bmsy","Xiphias gladius","Swordfish","Northern Atlantic"
"543","SWORDNATL","Swordfish North Atlantic",1981,1.52,"B/Bmsy","Xiphias gladius","Swordfish","Northern Atlantic"
"544","SWORDNATL","Swordfish North Atlantic",1982,1.51,"B/Bmsy","Xiphias gladius","Swordfish","Northern Atlantic"
"545","SWORDNATL","Swordfish North Atlantic",1983,1.46,"B/Bmsy","Xiphias gladius","Swordfish","Northern Atlantic"
"546","SWORDNATL","Swordfish North Atlantic",1984,1.41,"B/Bmsy","Xiphias gladius","Swordfish","Northern Atlantic"
"547","SWORDNATL","Swordfish North Atlantic",1985,1.39,"B/Bmsy","Xiphias gladius","Swordfish","Northern Atlantic"
"548","SWORDNATL","Swordfish North Atlantic",1986,1.35,"B/Bmsy","Xiphias gladius","Swordfish","Northern Atlantic"
"549","SWORDNATL","Swordfish North Atlantic",1987,1.26,"B/Bmsy","Xiphias gladius","Swordfish","Northern Atlantic"
"550","SWORDNATL","Swordfish North Atlantic",1988,1.15,"B/Bmsy","Xiphias gladius","Swordfish","Northern Atlantic"
"551","SWORDNATL","Swordfish North Atlantic",1989,1.06,"B/Bmsy","Xiphias gladius","Swordfish","Northern Atlantic"
"552","SWORDNATL","Swordfish North Atlantic",1990,1,"B/Bmsy","Xiphias gladius","Swordfish","Northern Atlantic"
"553","SWORDNATL","Swordfish North Atlantic",1991,0.969,"B/Bmsy","Xiphias gladius","Swordfish","Northern Atlantic"
"554","SWORDNATL","Swordfish North Atlantic",1992,0.949,"B/Bmsy","Xiphias gladius","Swordfish","Northern Atlantic"
"555","SWORDNATL","Swordfish North Atlantic",1993,0.921,"B/Bmsy","Xiphias gladius","Swordfish","Northern Atlantic"
"556","SWORDNATL","Swordfish North Atlantic",1994,0.872,"B/Bmsy","Xiphias gladius","Swordfish","Northern Atlantic"
"557","SWORDNATL","Swordfish North Atlantic",1995,0.839,"B/Bmsy","Xiphias gladius","Swordfish","Northern Atlantic"
"558","SWORDNATL","Swordfish North Atlantic",1996,0.782,"B/Bmsy","Xiphias gladius","Swordfish","Northern Atlantic"
"559","SWORDNATL","Swordfish North Atlantic",1997,0.746,"B/Bmsy","Xiphias gladius","Swordfish","Northern Atlantic"
"560","SWORDNATL","Swordfish North Atlantic",1998,0.743,"B/Bmsy","Xiphias gladius","Swordfish","Northern Atlantic"
"561","SWORDNATL","Swordfish North Atlantic",1999,0.751,"B/Bmsy","Xiphias gladius","Swordfish","Northern Atlantic"
"562","SWORDNATL","Swordfish North Atlantic",2000,0.771,"B/Bmsy","Xiphias gladius","Swordfish","Northern Atlantic"
"563","SWORDNATL","Swordfish North Atlantic",2001,0.795,"B/Bmsy","Xiphias gladius","Swordfish","Northern Atlantic"
"564","SWORDNATL","Swordfish North Atlantic",2002,0.844,"B/Bmsy","Xiphias gladius","Swordfish","Northern Atlantic"
"565","SWORDNATL","Swordfish North Atlantic",2003,0.902,"B/Bmsy","Xiphias gladius","Swordfish","Northern Atlantic"
"566","SWORDNATL","Swordfish North Atlantic",2004,0.935,"B/Bmsy","Xiphias gladius","Swordfish","Northern Atlantic"
"567","SWORDNATL","Swordfish North Atlantic",2005,0.957,"B/Bmsy","Xiphias gladius","Swordfish","Northern Atlantic"
