"","stockid","stocklong","year","value","metric","scientificname","commonname","areaname"
"992","MENATLAN","Atlantic menhaden Atlantic",2014,0.968331205,"B/Bmsy","Brevoortia tyrannus","Atlantic menhaden","Atlantic"
"993","MENATLAN","Atlantic menhaden Atlantic",2015,0.876893844,"B/Bmsy","Brevoortia tyrannus","Atlantic menhaden","Atlantic"
"994","MENATLAN","Atlantic menhaden Atlantic",2016,0.839323595,"B/Bmsy","Brevoortia tyrannus","Atlantic menhaden","Atlantic"
"995","MONKGOMNGB","Monkfish Gulf of Maine / Northern Georges Bank",1980,1.934062595,"B/Bmsy","Lophius americanus","Monkfish","Gulf of Maine / Northern Georges Bank"
"996","MONKGOMNGB","Monkfish Gulf of Maine / Northern Georges Bank",1981,1.847028693,"B/Bmsy","Lophius americanus","Monkfish","Gulf of Maine / Northern Georges Bank"
"997","MONKGOMNGB","Monkfish Gulf of Maine / Northern Georges Bank",1982,1.775187741,"B/Bmsy","Lophius americanus","Monkfish","Gulf of Maine / Northern Georges Bank"
"998","MONKGOMNGB","Monkfish Gulf of Maine / Northern Georges Bank",1983,1.695099188,"B/Bmsy","Lophius americanus","Monkfish","Gulf of Maine / Northern Georges Bank"
"999","MONKGOMNGB","Monkfish Gulf of Maine / Northern Georges Bank",1984,1.619785562,"B/Bmsy","Lophius americanus","Monkfish","Gulf of Maine / Northern Georges Bank"
"1000","MONKGOMNGB","Monkfish Gulf of Maine / Northern Georges Bank",1985,1.534270955,"B/Bmsy","Lophius americanus","Monkfish","Gulf of Maine / Northern Georges Bank"
"1001","MONKGOMNGB","Monkfish Gulf of Maine / Northern Georges Bank",1986,1.442462126,"B/Bmsy","Lophius americanus","Monkfish","Gulf of Maine / Northern Georges Bank"
"1002","MONKGOMNGB","Monkfish Gulf of Maine / Northern Georges Bank",1987,1.356947519,"B/Bmsy","Lophius americanus","Monkfish","Gulf of Maine / Northern Georges Bank"
"1003","MONKGOMNGB","Monkfish Gulf of Maine / Northern Georges Bank",1988,1.253201372,"B/Bmsy","Lophius americanus","Monkfish","Gulf of Maine / Northern Georges Bank"
"1004","MONKGOMNGB","Monkfish Gulf of Maine / Northern Georges Bank",1989,1.155315362,"B/Bmsy","Lophius americanus","Monkfish","Gulf of Maine / Northern Georges Bank"
"1005","MONKGOMNGB","Monkfish Gulf of Maine / Northern Georges Bank",1990,1.055041889,"B/Bmsy","Lophius americanus","Monkfish","Gulf of Maine / Northern Georges Bank"
"1006","MONKGOMNGB","Monkfish Gulf of Maine / Northern Georges Bank",1991,0.996657551,"B/Bmsy","Lophius americanus","Monkfish","Gulf of Maine / Northern Georges Bank"
"1007","MONKGOMNGB","Monkfish Gulf of Maine / Northern Georges Bank",1992,0.974953336,"B/Bmsy","Lophius americanus","Monkfish","Gulf of Maine / Northern Georges Bank"
"1008","MONKGOMNGB","Monkfish Gulf of Maine / Northern Georges Bank",1993,0.980162348,"B/Bmsy","Lophius americanus","Monkfish","Gulf of Maine / Northern Georges Bank"
"1009","MONKGOMNGB","Monkfish Gulf of Maine / Northern Georges Bank",1994,0.928289274,"B/Bmsy","Lophius americanus","Monkfish","Gulf of Maine / Northern Georges Bank"
"1010","MONKGOMNGB","Monkfish Gulf of Maine / Northern Georges Bank",1995,0.911142944,"B/Bmsy","Lophius americanus","Monkfish","Gulf of Maine / Northern Georges Bank"
"1011","MONKGOMNGB","Monkfish Gulf of Maine / Northern Georges Bank",1996,0.866215219,"B/Bmsy","Lophius americanus","Monkfish","Gulf of Maine / Northern Georges Bank"
"1012","MONKGOMNGB","Monkfish Gulf of Maine / Northern Georges Bank",1997,0.829101011,"B/Bmsy","Lophius americanus","Monkfish","Gulf of Maine / Northern Georges Bank"
"1013","MONKGOMNGB","Monkfish Gulf of Maine / Northern Georges Bank",1998,0.861657334,"B/Bmsy","Lophius americanus","Monkfish","Gulf of Maine / Northern Georges Bank"
"1014","MONKGOMNGB","Monkfish Gulf of Maine / Northern Georges Bank",1999,0.98341798,"B/Bmsy","Lophius americanus","Monkfish","Gulf of Maine / Northern Georges Bank"
"1015","MONKGOMNGB","Monkfish Gulf of Maine / Northern Georges Bank",2000,1.118201155,"B/Bmsy","Lophius americanus","Monkfish","Gulf of Maine / Northern Georges Bank"
"1016","MONKGOMNGB","Monkfish Gulf of Maine / Northern Georges Bank",2001,1.25602292,"B/Bmsy","Lophius americanus","Monkfish","Gulf of Maine / Northern Georges Bank"
"1017","MONKGOMNGB","Monkfish Gulf of Maine / Northern Georges Bank",2002,1.32569345,"B/Bmsy","Lophius americanus","Monkfish","Gulf of Maine / Northern Georges Bank"
"1018","MONKGOMNGB","Monkfish Gulf of Maine / Northern Georges Bank",2003,1.318965143,"B/Bmsy","Lophius americanus","Monkfish","Gulf of Maine / Northern Georges Bank"
"1019","MONKGOMNGB","Monkfish Gulf of Maine / Northern Georges Bank",2004,1.122976082,"B/Bmsy","Lophius americanus","Monkfish","Gulf of Maine / Northern Georges Bank"
"1020","MONKGOMNGB","Monkfish Gulf of Maine / Northern Georges Bank",2005,0.947606025,"B/Bmsy","Lophius americanus","Monkfish","Gulf of Maine / Northern Georges Bank"
"1021","MONKGOMNGB","Monkfish Gulf of Maine / Northern Georges Bank",2006,0.848851847,"B/Bmsy","Lophius americanus","Monkfish","Gulf of Maine / Northern Georges Bank"
"1022","MONKGOMNGB","Monkfish Gulf of Maine / Northern Georges Bank",2007,0.849502973,"B/Bmsy","Lophius americanus","Monkfish","Gulf of Maine / Northern Georges Bank"
"1023","MONKGOMNGB","Monkfish Gulf of Maine / Northern Georges Bank",2008,0.917220124,"B/Bmsy","Lophius americanus","Monkfish","Gulf of Maine / Northern Georges Bank"
"1024","MONKGOMNGB","Monkfish Gulf of Maine / Northern Georges Bank",2009,1.027477536,"B/Bmsy","Lophius americanus","Monkfish","Gulf of Maine / Northern Georges Bank"
"1025","MONKGOMNGB","Monkfish Gulf of Maine / Northern Georges Bank",2010,1.160307332,"B/Bmsy","Lophius americanus","Monkfish","Gulf of Maine / Northern Georges Bank"
"1026","MONKGOMNGB","Monkfish Gulf of Maine / Northern Georges Bank",2011,1.312670921,"B/Bmsy","Lophius americanus","Monkfish","Gulf of Maine / Northern Georges Bank"
"1027","MONKSGBMATL","Monkfish Southern Georges Bank / Mid-Atlantic",1980,1.44585374,"B/Bmsy","Lophius americanus","Monkfish","Southern Georges Bank / Mid-Atlantic"
"1028","MONKSGBMATL","Monkfish Southern Georges Bank / Mid-Atlantic",1981,1.558457868,"B/Bmsy","Lophius americanus","Monkfish","Southern Georges Bank / Mid-Atlantic"
"1029","MONKSGBMATL","Monkfish Southern Georges Bank / Mid-Atlantic",1982,1.694503746,"B/Bmsy","Lophius americanus","Monkfish","Southern Georges Bank / Mid-Atlantic"
"1030","MONKSGBMATL","Monkfish Southern Georges Bank / Mid-Atlantic",1983,1.820363626,"B/Bmsy","Lophius americanus","Monkfish","Southern Georges Bank / Mid-Atlantic"
"1031","MONKSGBMATL","Monkfish Southern Georges Bank / Mid-Atlantic",1984,1.918735262,"B/Bmsy","Lophius americanus","Monkfish","Southern Georges Bank / Mid-Atlantic"
"1032","MONKSGBMATL","Monkfish Southern Georges Bank / Mid-Atlantic",1985,1.997851173,"B/Bmsy","Lophius americanus","Monkfish","Southern Georges Bank / Mid-Atlantic"
"1033","MONKSGBMATL","Monkfish Southern Georges Bank / Mid-Atlantic",1986,2.034827745,"B/Bmsy","Lophius americanus","Monkfish","Southern Georges Bank / Mid-Atlantic"
"1034","MONKSGBMATL","Monkfish Southern Georges Bank / Mid-Atlantic",1987,2.048641634,"B/Bmsy","Lophius americanus","Monkfish","Southern Georges Bank / Mid-Atlantic"
"1035","MONKSGBMATL","Monkfish Southern Georges Bank / Mid-Atlantic",1988,2.027711499,"B/Bmsy","Lophius americanus","Monkfish","Southern Georges Bank / Mid-Atlantic"
"1036","MONKSGBMATL","Monkfish Southern Georges Bank / Mid-Atlantic",1989,1.982362873,"B/Bmsy","Lophius americanus","Monkfish","Southern Georges Bank / Mid-Atlantic"
"1037","MONKSGBMATL","Monkfish Southern Georges Bank / Mid-Atlantic",1990,1.852316966,"B/Bmsy","Lophius americanus","Monkfish","Southern Georges Bank / Mid-Atlantic"
"1038","MONKSGBMATL","Monkfish Southern Georges Bank / Mid-Atlantic",1991,1.787294013,"B/Bmsy","Lophius americanus","Monkfish","Southern Georges Bank / Mid-Atlantic"
"1039","MONKSGBMATL","Monkfish Southern Georges Bank / Mid-Atlantic",1992,1.701061856,"B/Bmsy","Lophius americanus","Monkfish","Southern Georges Bank / Mid-Atlantic"
"1040","MONKSGBMATL","Monkfish Southern Georges Bank / Mid-Atlantic",1993,1.592643755,"B/Bmsy","Lophius americanus","Monkfish","Southern Georges Bank / Mid-Atlantic"
"1041","MONKSGBMATL","Monkfish Southern Georges Bank / Mid-Atlantic",1994,1.52427198,"B/Bmsy","Lophius americanus","Monkfish","Southern Georges Bank / Mid-Atlantic"
"1042","MONKSGBMATL","Monkfish Southern Georges Bank / Mid-Atlantic",1995,1.54073702,"B/Bmsy","Lophius americanus","Monkfish","Southern Georges Bank / Mid-Atlantic"
"1043","MONKSGBMATL","Monkfish Southern Georges Bank / Mid-Atlantic",1996,1.521899898,"B/Bmsy","Lophius americanus","Monkfish","Southern Georges Bank / Mid-Atlantic"
"1044","MONKSGBMATL","Monkfish Southern Georges Bank / Mid-Atlantic",1997,1.506272064,"B/Bmsy","Lophius americanus","Monkfish","Southern Georges Bank / Mid-Atlantic"
"1045","MONKSGBMATL","Monkfish Southern Georges Bank / Mid-Atlantic",1998,1.467062944,"B/Bmsy","Lophius americanus","Monkfish","Southern Georges Bank / Mid-Atlantic"
"1046","MONKSGBMATL","Monkfish Southern Georges Bank / Mid-Atlantic",1999,1.438318892,"B/Bmsy","Lophius americanus","Monkfish","Southern Georges Bank / Mid-Atlantic"
"1047","MONKSGBMATL","Monkfish Southern Georges Bank / Mid-Atlantic",2000,1.483527984,"B/Bmsy","Lophius americanus","Monkfish","Southern Georges Bank / Mid-Atlantic"
"1048","MONKSGBMATL","Monkfish Southern Georges Bank / Mid-Atlantic",2001,1.546178855,"B/Bmsy","Lophius americanus","Monkfish","Southern Georges Bank / Mid-Atlantic"
"1049","MONKSGBMATL","Monkfish Southern Georges Bank / Mid-Atlantic",2002,1.60269022,"B/Bmsy","Lophius americanus","Monkfish","Southern Georges Bank / Mid-Atlantic"
"1050","MONKSGBMATL","Monkfish Southern Georges Bank / Mid-Atlantic",2003,1.671201529,"B/Bmsy","Lophius americanus","Monkfish","Southern Georges Bank / Mid-Atlantic"
"1051","MONKSGBMATL","Monkfish Southern Georges Bank / Mid-Atlantic",2004,1.685015419,"B/Bmsy","Lophius americanus","Monkfish","Southern Georges Bank / Mid-Atlantic"
"1052","MONKSGBMATL","Monkfish Southern Georges Bank / Mid-Atlantic",2005,1.718643169,"B/Bmsy","Lophius americanus","Monkfish","Southern Georges Bank / Mid-Atlantic"
"1053","MONKSGBMATL","Monkfish Southern Georges Bank / Mid-Atlantic",2006,1.743480263,"B/Bmsy","Lophius americanus","Monkfish","Southern Georges Bank / Mid-Atlantic"
"1054","MONKSGBMATL","Monkfish Southern Georges Bank / Mid-Atlantic",2007,1.747805824,"B/Bmsy","Lophius americanus","Monkfish","Southern Georges Bank / Mid-Atlantic"
"1055","MONKSGBMATL","Monkfish Southern Georges Bank / Mid-Atlantic",2008,1.749619769,"B/Bmsy","Lophius americanus","Monkfish","Southern Georges Bank / Mid-Atlantic"
"1056","MONKSGBMATL","Monkfish Southern Georges Bank / Mid-Atlantic",2009,1.726875689,"B/Bmsy","Lophius americanus","Monkfish","Southern Georges Bank / Mid-Atlantic"
"1057","MONKSGBMATL","Monkfish Southern Georges Bank / Mid-Atlantic",2010,1.652364408,"B/Bmsy","Lophius americanus","Monkfish","Southern Georges Bank / Mid-Atlantic"
"1058","MONKSGBMATL","Monkfish Southern Georges Bank / Mid-Atlantic",2011,1.550225348,"B/Bmsy","Lophius americanus","Monkfish","Southern Georges Bank / Mid-Atlantic"
"1059","POLL5YZ","Pollock NAFO-5YZ",1970,3.478227814,"B/Bmsy","Pollachius virens","Pollock","Gulf of Maine / Georges Bank"
"1060","POLL5YZ","Pollock NAFO-5YZ",1971,3.839355292,"B/Bmsy","Pollachius virens","Pollock","Gulf of Maine / Georges Bank"
"1061","POLL5YZ","Pollock NAFO-5YZ",1972,3.725315036,"B/Bmsy","Pollachius virens","Pollock","Gulf of Maine / Georges Bank"
"1062","POLL5YZ","Pollock NAFO-5YZ",1973,3.00306008,"B/Bmsy","Pollachius virens","Pollock","Gulf of Maine / Georges Bank"
"1063","POLL5YZ","Pollock NAFO-5YZ",1974,2.927033243,"B/Bmsy","Pollachius virens","Pollock","Gulf of Maine / Georges Bank"
"1064","POLL5YZ","Pollock NAFO-5YZ",1975,3.193127174,"B/Bmsy","Pollachius virens","Pollock","Gulf of Maine / Georges Bank"
"1065","POLL5YZ","Pollock NAFO-5YZ",1976,3.16461711,"B/Bmsy","Pollachius virens","Pollock","Gulf of Maine / Georges Bank"
"1066","POLL5YZ","Pollock NAFO-5YZ",1977,3.00306008,"B/Bmsy","Pollachius virens","Pollock","Gulf of Maine / Georges Bank"
"1067","POLL5YZ","Pollock NAFO-5YZ",1978,2.841503051,"B/Bmsy","Pollachius virens","Pollock","Gulf of Maine / Georges Bank"
"1068","POLL5YZ","Pollock NAFO-5YZ",1979,2.870013115,"B/Bmsy","Pollachius virens","Pollock","Gulf of Maine / Georges Bank"
"1069","POLL5YZ","Pollock NAFO-5YZ",1980,2.69895273,"B/Bmsy","Pollachius virens","Pollock","Gulf of Maine / Georges Bank"
"1070","POLL5YZ","Pollock NAFO-5YZ",1981,2.432858799,"B/Bmsy","Pollachius virens","Pollock","Gulf of Maine / Georges Bank"
"1071","POLL5YZ","Pollock NAFO-5YZ",1982,2.290308479,"B/Bmsy","Pollachius virens","Pollock","Gulf of Maine / Georges Bank"
"1072","POLL5YZ","Pollock NAFO-5YZ",1983,2.166764868,"B/Bmsy","Pollachius virens","Pollock","Gulf of Maine / Georges Bank"
"1073","POLL5YZ","Pollock NAFO-5YZ",1984,1.786630681,"B/Bmsy","Pollachius virens","Pollock","Gulf of Maine / Georges Bank"
"1074","POLL5YZ","Pollock NAFO-5YZ",1985,1.748617262,"B/Bmsy","Pollachius virens","Pollock","Gulf of Maine / Georges Bank"
"1075","POLL5YZ","Pollock NAFO-5YZ",1986,1.558550168,"B/Bmsy","Pollachius virens","Pollock","Gulf of Maine / Georges Bank"
"1076","POLL5YZ","Pollock NAFO-5YZ",1987,1.33997301,"B/Bmsy","Pollachius virens","Pollock","Gulf of Maine / Georges Bank"
"1077","POLL5YZ","Pollock NAFO-5YZ",1988,1.121395853,"B/Bmsy","Pollachius virens","Pollock","Gulf of Maine / Georges Bank"
"1078","POLL5YZ","Pollock NAFO-5YZ",1989,1.05487237,"B/Bmsy","Pollachius virens","Pollock","Gulf of Maine / Georges Bank"
"1079","POLL5YZ","Pollock NAFO-5YZ",1990,0.959838823,"B/Bmsy","Pollachius virens","Pollock","Gulf of Maine / Georges Bank"
"1080","POLL5YZ","Pollock NAFO-5YZ",1991,1.016858951,"B/Bmsy","Pollachius virens","Pollock","Gulf of Maine / Georges Bank"
"1081","POLL5YZ","Pollock NAFO-5YZ",1992,1.064375725,"B/Bmsy","Pollachius virens","Pollock","Gulf of Maine / Georges Bank"
"1082","POLL5YZ","Pollock NAFO-5YZ",1993,1.083382434,"B/Bmsy","Pollachius virens","Pollock","Gulf of Maine / Georges Bank"
"1083","POLL5YZ","Pollock NAFO-5YZ",1994,1.102389143,"B/Bmsy","Pollachius virens","Pollock","Gulf of Maine / Georges Bank"
"1084","POLL5YZ","Pollock NAFO-5YZ",1995,1.273449528,"B/Bmsy","Pollachius virens","Pollock","Gulf of Maine / Georges Bank"
"1085","POLL5YZ","Pollock NAFO-5YZ",1996,1.368483075,"B/Bmsy","Pollachius virens","Pollock","Gulf of Maine / Georges Bank"
"1086","POLL5YZ","Pollock NAFO-5YZ",1997,1.530040104,"B/Bmsy","Pollachius virens","Pollock","Gulf of Maine / Georges Bank"
"1087","POLL5YZ","Pollock NAFO-5YZ",1998,1.625073651,"B/Bmsy","Pollachius virens","Pollock","Gulf of Maine / Georges Bank"
"1088","POLL5YZ","Pollock NAFO-5YZ",1999,1.748617262,"B/Bmsy","Pollachius virens","Pollock","Gulf of Maine / Georges Bank"
"1089","POLL5YZ","Pollock NAFO-5YZ",2000,1.834147454,"B/Bmsy","Pollachius virens","Pollock","Gulf of Maine / Georges Bank"
"1090","POLL5YZ","Pollock NAFO-5YZ",2001,2.052724612,"B/Bmsy","Pollachius virens","Pollock","Gulf of Maine / Georges Bank"
"1091","POLL5YZ","Pollock NAFO-5YZ",2002,2.261798415,"B/Bmsy","Pollachius virens","Pollock","Gulf of Maine / Georges Bank"
"1092","POLL5YZ","Pollock NAFO-5YZ",2003,2.632429248,"B/Bmsy","Pollachius virens","Pollock","Gulf of Maine / Georges Bank"
"1093","POLL5YZ","Pollock NAFO-5YZ",2004,2.812992987,"B/Bmsy","Pollachius virens","Pollock","Gulf of Maine / Georges Bank"
"1094","POLL5YZ","Pollock NAFO-5YZ",2005,2.774979568,"B/Bmsy","Pollachius virens","Pollock","Gulf of Maine / Georges Bank"
"1095","POLL5YZ","Pollock NAFO-5YZ",2006,2.784482922,"B/Bmsy","Pollachius virens","Pollock","Gulf of Maine / Georges Bank"
"1096","POLL5YZ","Pollock NAFO-5YZ",2007,2.679946021,"B/Bmsy","Pollachius virens","Pollock","Gulf of Maine / Georges Bank"
"1097","POLL5YZ","Pollock NAFO-5YZ",2008,2.575409119,"B/Bmsy","Pollachius virens","Pollock","Gulf of Maine / Georges Bank"
"1098","POLL5YZ","Pollock NAFO-5YZ",2009,2.385342026,"B/Bmsy","Pollachius virens","Pollock","Gulf of Maine / Georges Bank"
"1099","POLL5YZ","Pollock NAFO-5YZ",2010,2.166764868,"B/Bmsy","Pollachius virens","Pollock","Gulf of Maine / Georges Bank"
"1100","POLL5YZ","Pollock NAFO-5YZ",2011,2.138254804,"B/Bmsy","Pollachius virens","Pollock","Gulf of Maine / Georges Bank"
"1101","POLL5YZ","Pollock NAFO-5YZ",2012,1.995704484,"B/Bmsy","Pollachius virens","Pollock","Gulf of Maine / Georges Bank"
"1102","POLL5YZ","Pollock NAFO-5YZ",2013,1.957691065,"B/Bmsy","Pollachius virens","Pollock","Gulf of Maine / Georges Bank"
"1103","POLL5YZ","Pollock NAFO-5YZ",2014,1.473019976,"B/Bmsy","Pollachius virens","Pollock","Gulf of Maine / Georges Bank"
"1104","QUAHATLC","Ocean quahog Atlantic Coast",1978,2,"B/Bmsy","Arctica islandica","Ocean quahog","Atlantic Coast"
"1105","QUAHATLC","Ocean quahog Atlantic Coast",1979,2.023121387,"B/Bmsy","Arctica islandica","Ocean quahog","Atlantic Coast"
"1106","QUAHATLC","Ocean quahog Atlantic Coast",1980,2.046242775,"B/Bmsy","Arctica islandica","Ocean quahog","Atlantic Coast"
"1107","QUAHATLC","Ocean quahog Atlantic Coast",1981,2.069364162,"B/Bmsy","Arctica islandica","Ocean quahog","Atlantic Coast"
"1108","QUAHATLC","Ocean quahog Atlantic Coast",1982,2.092485549,"B/Bmsy","Arctica islandica","Ocean quahog","Atlantic Coast"
"1109","QUAHATLC","Ocean quahog Atlantic Coast",1983,2.115606936,"B/Bmsy","Arctica islandica","Ocean quahog","Atlantic Coast"
"1110","QUAHATLC","Ocean quahog Atlantic Coast",1984,2.138728324,"B/Bmsy","Arctica islandica","Ocean quahog","Atlantic Coast"
"1111","QUAHATLC","Ocean quahog Atlantic Coast",1985,2.156069364,"B/Bmsy","Arctica islandica","Ocean quahog","Atlantic Coast"
"1112","QUAHATLC","Ocean quahog Atlantic Coast",1986,2.173410405,"B/Bmsy","Arctica islandica","Ocean quahog","Atlantic Coast"
"1113","QUAHATLC","Ocean quahog Atlantic Coast",1987,2.196531792,"B/Bmsy","Arctica islandica","Ocean quahog","Atlantic Coast"
"1114","QUAHATLC","Ocean quahog Atlantic Coast",1988,2.213872832,"B/Bmsy","Arctica islandica","Ocean quahog","Atlantic Coast"
"1115","QUAHATLC","Ocean quahog Atlantic Coast",1989,2.231213873,"B/Bmsy","Arctica islandica","Ocean quahog","Atlantic Coast"
"1116","QUAHATLC","Ocean quahog Atlantic Coast",1990,2.248554913,"B/Bmsy","Arctica islandica","Ocean quahog","Atlantic Coast"
"1117","QUAHATLC","Ocean quahog Atlantic Coast",1991,2.265895954,"B/Bmsy","Arctica islandica","Ocean quahog","Atlantic Coast"
"1118","QUAHATLC","Ocean quahog Atlantic Coast",1992,2.283236994,"B/Bmsy","Arctica islandica","Ocean quahog","Atlantic Coast"
"1119","QUAHATLC","Ocean quahog Atlantic Coast",1993,2.248554913,"B/Bmsy","Arctica islandica","Ocean quahog","Atlantic Coast"
"1120","QUAHATLC","Ocean quahog Atlantic Coast",1994,2.219653179,"B/Bmsy","Arctica islandica","Ocean quahog","Atlantic Coast"
"1121","QUAHATLC","Ocean quahog Atlantic Coast",1995,2.190751445,"B/Bmsy","Arctica islandica","Ocean quahog","Atlantic Coast"
"1122","QUAHATLC","Ocean quahog Atlantic Coast",1996,2.161849711,"B/Bmsy","Arctica islandica","Ocean quahog","Atlantic Coast"
"1123","QUAHATLC","Ocean quahog Atlantic Coast",1997,2.132947977,"B/Bmsy","Arctica islandica","Ocean quahog","Atlantic Coast"
"1124","QUAHATLC","Ocean quahog Atlantic Coast",1998,2.098265896,"B/Bmsy","Arctica islandica","Ocean quahog","Atlantic Coast"
"1125","QUAHATLC","Ocean quahog Atlantic Coast",1999,2.069364162,"B/Bmsy","Arctica islandica","Ocean quahog","Atlantic Coast"
"1126","QUAHATLC","Ocean quahog Atlantic Coast",2000,2.040462428,"B/Bmsy","Arctica islandica","Ocean quahog","Atlantic Coast"
"1127","QUAHATLC","Ocean quahog Atlantic Coast",2001,2.011560694,"B/Bmsy","Arctica islandica","Ocean quahog","Atlantic Coast"
"1128","QUAHATLC","Ocean quahog Atlantic Coast",2002,1.98265896,"B/Bmsy","Arctica islandica","Ocean quahog","Atlantic Coast"
"1129","QUAHATLC","Ocean quahog Atlantic Coast",2003,1.953757225,"B/Bmsy","Arctica islandica","Ocean quahog","Atlantic Coast"
"1130","QUAHATLC","Ocean quahog Atlantic Coast",2004,1.919075145,"B/Bmsy","Arctica islandica","Ocean quahog","Atlantic Coast"
"1131","QUAHATLC","Ocean quahog Atlantic Coast",2005,1.89017341,"B/Bmsy","Arctica islandica","Ocean quahog","Atlantic Coast"
"1132","QUAHATLC","Ocean quahog Atlantic Coast",2006,1.861271676,"B/Bmsy","Arctica islandica","Ocean quahog","Atlantic Coast"
"1133","QUAHATLC","Ocean quahog Atlantic Coast",2007,1.832369942,"B/Bmsy","Arctica islandica","Ocean quahog","Atlantic Coast"
"1134","QUAHATLC","Ocean quahog Atlantic Coast",2008,1.803468208,"B/Bmsy","Arctica islandica","Ocean quahog","Atlantic Coast"
"1135","QUAHATLC","Ocean quahog Atlantic Coast",2009,1.774566474,"B/Bmsy","Arctica islandica","Ocean quahog","Atlantic Coast"
"1136","QUAHATLC","Ocean quahog Atlantic Coast",2010,1.739884393,"B/Bmsy","Arctica islandica","Ocean quahog","Atlantic Coast"
"1137","QUAHATLC","Ocean quahog Atlantic Coast",2011,1.710982659,"B/Bmsy","Arctica islandica","Ocean quahog","Atlantic Coast"
"1138","SAILWATL","Sailfish Western Atlantic",1957,2,"B/Bmsy","Istiophorus albicans","Sailfish","Western Atlantic"
"1139","SAILWATL","Sailfish Western Atlantic",1958,2,"B/Bmsy","Istiophorus albicans","Sailfish","Western Atlantic"
"1140","SAILWATL","Sailfish Western Atlantic",1959,2,"B/Bmsy","Istiophorus albicans","Sailfish","Western Atlantic"
"1141","SAILWATL","Sailfish Western Atlantic",1960,2,"B/Bmsy","Istiophorus albicans","Sailfish","Western Atlantic"
"1142","SAILWATL","Sailfish Western Atlantic",1961,1.99,"B/Bmsy","Istiophorus albicans","Sailfish","Western Atlantic"
"1143","SAILWATL","Sailfish Western Atlantic",1962,1.97,"B/Bmsy","Istiophorus albicans","Sailfish","Western Atlantic"
"1144","SAILWATL","Sailfish Western Atlantic",1963,1.95,"B/Bmsy","Istiophorus albicans","Sailfish","Western Atlantic"
"1145","SAILWATL","Sailfish Western Atlantic",1964,1.94,"B/Bmsy","Istiophorus albicans","Sailfish","Western Atlantic"
"1146","SAILWATL","Sailfish Western Atlantic",1965,1.92,"B/Bmsy","Istiophorus albicans","Sailfish","Western Atlantic"
"1147","SAILWATL","Sailfish Western Atlantic",1966,1.87,"B/Bmsy","Istiophorus albicans","Sailfish","Western Atlantic"
"1148","SAILWATL","Sailfish Western Atlantic",1967,1.85,"B/Bmsy","Istiophorus albicans","Sailfish","Western Atlantic"
"1149","SAILWATL","Sailfish Western Atlantic",1968,1.82,"B/Bmsy","Istiophorus albicans","Sailfish","Western Atlantic"
"1150","SAILWATL","Sailfish Western Atlantic",1969,1.79,"B/Bmsy","Istiophorus albicans","Sailfish","Western Atlantic"
"1151","SAILWATL","Sailfish Western Atlantic",1970,1.77,"B/Bmsy","Istiophorus albicans","Sailfish","Western Atlantic"
"1152","SAILWATL","Sailfish Western Atlantic",1971,1.72,"B/Bmsy","Istiophorus albicans","Sailfish","Western Atlantic"
"1153","SAILWATL","Sailfish Western Atlantic",1972,1.67,"B/Bmsy","Istiophorus albicans","Sailfish","Western Atlantic"
"1154","SAILWATL","Sailfish Western Atlantic",1973,1.65,"B/Bmsy","Istiophorus albicans","Sailfish","Western Atlantic"
"1155","SAILWATL","Sailfish Western Atlantic",1974,1.64,"B/Bmsy","Istiophorus albicans","Sailfish","Western Atlantic"
"1156","SAILWATL","Sailfish Western Atlantic",1975,1.62,"B/Bmsy","Istiophorus albicans","Sailfish","Western Atlantic"
"1157","SAILWATL","Sailfish Western Atlantic",1976,1.6,"B/Bmsy","Istiophorus albicans","Sailfish","Western Atlantic"
"1158","SAILWATL","Sailfish Western Atlantic",1977,1.58,"B/Bmsy","Istiophorus albicans","Sailfish","Western Atlantic"
"1159","SAILWATL","Sailfish Western Atlantic",1978,1.56,"B/Bmsy","Istiophorus albicans","Sailfish","Western Atlantic"
"1160","SAILWATL","Sailfish Western Atlantic",1979,1.54,"B/Bmsy","Istiophorus albicans","Sailfish","Western Atlantic"
"1161","SAILWATL","Sailfish Western Atlantic",1980,1.53,"B/Bmsy","Istiophorus albicans","Sailfish","Western Atlantic"
"1162","SAILWATL","Sailfish Western Atlantic",1981,1.51,"B/Bmsy","Istiophorus albicans","Sailfish","Western Atlantic"
"1163","SAILWATL","Sailfish Western Atlantic",1982,1.49,"B/Bmsy","Istiophorus albicans","Sailfish","Western Atlantic"
"1164","SAILWATL","Sailfish Western Atlantic",1983,1.46,"B/Bmsy","Istiophorus albicans","Sailfish","Western Atlantic"
"1165","SAILWATL","Sailfish Western Atlantic",1984,1.43,"B/Bmsy","Istiophorus albicans","Sailfish","Western Atlantic"
"1166","SAILWATL","Sailfish Western Atlantic",1985,1.4,"B/Bmsy","Istiophorus albicans","Sailfish","Western Atlantic"
"1167","SAILWATL","Sailfish Western Atlantic",1986,1.39,"B/Bmsy","Istiophorus albicans","Sailfish","Western Atlantic"
"1168","SAILWATL","Sailfish Western Atlantic",1987,1.36,"B/Bmsy","Istiophorus albicans","Sailfish","Western Atlantic"
"1169","SAILWATL","Sailfish Western Atlantic",1988,1.34,"B/Bmsy","Istiophorus albicans","Sailfish","Western Atlantic"
"1170","SAILWATL","Sailfish Western Atlantic",1989,1.32,"B/Bmsy","Istiophorus albicans","Sailfish","Western Atlantic"
